"value","uuid:ID","id","instanceType"
"0.0","ad2f8aac-d080-40ca-8e89-131a4b39307c","Quantity_1","Quantity"
"0.0","02e2d7ae-c4de-4324-a605-a20690a7b2c4","Quantity_2","Quantity"
"0.0","74f29ac3-0b4e-440a-87dd-a9fee3dad021","Quantity_3","Quantity"
"0.0","13db7ea1-530f-4783-8a25-0cf70502c4e1","Quantity_4","Quantity"
"1.0","9d44250b-61b3-4331-82df-e62108726604","Quantity_7","Quantity"
"28.0","ec346bd4-9238-48ab-a444-05d7701f7cae","Quantity_5","Quantity"
"15.0","8859e056-fc7d-489d-a7cf-1b56a16c1021","Quantity_6","Quantity"
"11.0","6d226278-3f20-4315-9768-d4538ca45798","Quantity_8","Quantity"
"30.0","bb9a7704-a2ad-4cac-88f4-82772eaf2d53","Quantity_9","Quantity"
