"uuid:ID","id","studyIdentifier","instanceType"
"f9dc8188-ae5c-4885-a8ba-cd9995c35a0a","StudyIdentifier_1","ALXN1840-WD-204","StudyIdentifier"
"0a282450-7359-4902-9000-cedfcd4972db","StudyIdentifier_2","NCT04573309","StudyIdentifier"
"2dbe1666-5e1c-4cbb-b982-f564e793eae2","StudyIdentifier_3","2020-001104-41","StudyIdentifier"
"e7f40568-2376-407a-86be-c6543294598a","StudyIdentifier_4","119006","StudyIdentifier"
