"value","uuid:ID","id","instanceType"
"0.0","2a479c16-f761-4b28-850b-1312e317685a","Quantity_1","Quantity"
"1.0","5086c5a6-f89d-42b2-b856-1830d55dadbb","Quantity_4","Quantity"
"1.0","fa3a5e0f-57f3-46c3-92a5-44f24b49fa2b","Quantity_2","Quantity"
"3.0","a605459a-f538-47c8-9078-a6ae5ce9f3b5","Quantity_3","Quantity"
"1.0","d862ac9d-2c65-4770-a520-f3edfb1566ef","Quantity_7","Quantity"
"1.0","7c41f644-fbe6-43bc-9bcb-8bee12bce49c","Quantity_5","Quantity"
"1.0","4c368248-a5bb-4ebc-bf49-cc258e4a8b85","Quantity_6","Quantity"
