"instanceType","label","isEnabled","uuid:ID","datatype","isRequired","id","name"
"BiomedicalConceptProperty","DSDECOD","True","bf9e0f3f-6531-496a-8a03-18ae511ff22b","text","True","BiomedicalConceptProperty_116","DSDECOD"
"BiomedicalConceptProperty","DSTERM","True","fab88f88-05ae-4df8-9cfa-b2b382a13c2c","text","True","BiomedicalConceptProperty_117","DSTERM"
"BiomedicalConceptProperty","DSSTDTC","True","37c402a8-ee34-4410-98d6-91dbcfe4b636","datetime","True","BiomedicalConceptProperty_118","DSSTDTC"
"BiomedicalConceptProperty","Sex","True","75ea92fb-e79e-4a75-b77a-fca6d18575fb","string","True","BiomedicalConceptProperty_119","Sex"
"BiomedicalConceptProperty","Race","True","accea371-d829-4912-a5f5-8c0fc34bbfdc","string","True","BiomedicalConceptProperty_120","Race"
"BiomedicalConceptProperty","VSTESTCD","True","a81f4bbc-ab1c-4422-a9dd-4b37c0606d80","","True","BiomedicalConceptProperty_121","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","406b91ad-9aff-4446-9788-9d9d7575adde","float","True","BiomedicalConceptProperty_122","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","e1aaf077-ab23-4cfa-a594-8a22234f9fe4","","True","BiomedicalConceptProperty_123","VSORRESU"
"BiomedicalConceptProperty","VSLOC","True","92c6c58f-e9f2-4af3-9f9e-3f4a73a9e822","","True","BiomedicalConceptProperty_124","VSLOC"
"BiomedicalConceptProperty","VSTESTCD","True","24ed14b2-72cc-4e7d-9af6-33ccc1a137f2","","True","BiomedicalConceptProperty_125","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","7db5107d-c6d4-4c5c-b06e-c5b28150fa72","float","True","BiomedicalConceptProperty_126","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","bd7c11e6-d997-487b-b049-792ebda4c17d","","True","BiomedicalConceptProperty_127","VSORRESU"
"BiomedicalConceptProperty","VSTESTCD","True","dea653d4-6c41-46a5-8a41-8c52a2d4c1c2","","True","BiomedicalConceptProperty_128","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","05fc2ccb-f9e2-4dfb-b3f4-8f08e38de725","float","True","BiomedicalConceptProperty_129","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","f9a7721d-0c64-4ef0-83a0-1420ffdbf093","","True","BiomedicalConceptProperty_130","VSORRESU"
"BiomedicalConceptProperty","LBTESTCD","True","3aabbbac-85f1-4a64-967f-5f36d3dfbf8a","","True","BiomedicalConceptProperty_131","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","0fc52d1e-b58f-41da-a43c-a9a2235814b8","float","True","BiomedicalConceptProperty_132","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","69ebe866-1c14-4302-af1e-bda055da395c","","True","BiomedicalConceptProperty_133","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","e08533af-dd10-42ad-970d-99382495810c","","True","BiomedicalConceptProperty_134","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","9363184e-c3a6-4a10-8250-4b875447cb67","","True","BiomedicalConceptProperty_135","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","4d45c0f7-f12e-46cd-b69e-3ad4f0201634","","True","BiomedicalConceptProperty_136","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","051f1c9e-43df-4d56-bd5c-bddfade43874","text","True","BiomedicalConceptProperty_137","LBORRES"
"BiomedicalConceptProperty","LBSPEC","True","a7d094e9-28be-42ec-8d1c-07499315bf7f","","True","BiomedicalConceptProperty_138","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","d2099346-a9f9-4293-b11c-432f4add2935","","True","BiomedicalConceptProperty_139","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","e39d181b-f9ec-4545-8be0-65ee091fb0df","","True","BiomedicalConceptProperty_140","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","4ac95d31-31b4-475f-ae64-1ae653122575","float","True","BiomedicalConceptProperty_141","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","efd68664-4746-4bdf-86e2-1cbfb4cc968e","","True","BiomedicalConceptProperty_142","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","e0ee34c1-83b7-439f-9a53-74e6e96f37f6","","True","BiomedicalConceptProperty_143","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","f806720d-f217-46e0-bdf4-4648322f5a77","","True","BiomedicalConceptProperty_144","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","dbfe82f2-77ed-447a-8437-52ad5e990994","","True","BiomedicalConceptProperty_145","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","405a6307-89fa-418d-96a3-51b816fb1d7d","float","True","BiomedicalConceptProperty_146","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","74478bc6-5836-46bf-b153-6bfc228e7df4","","True","BiomedicalConceptProperty_147","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","d15b981d-ec7f-47f0-933c-76c87dc6e5e0","","True","BiomedicalConceptProperty_148","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","f4025b8f-fa60-46f3-82dd-e01b62dfaa5d","","True","BiomedicalConceptProperty_149","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","b966a29e-527b-4ae5-becc-3eefef59b218","","True","BiomedicalConceptProperty_150","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","9b36a882-175c-489b-b150-03ac93cea040","float","True","BiomedicalConceptProperty_151","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","7e145f79-3fd0-4888-8875-c79bc4edf0b6","","True","BiomedicalConceptProperty_152","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","b51adf1e-bbad-45b2-9f1b-49e83a783bcb","","True","BiomedicalConceptProperty_153","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","f97f3f87-ff7a-44f6-b3d2-7c2354da0473","","True","BiomedicalConceptProperty_154","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","ae672497-dde4-4d19-8f0e-16d101f23a29","","True","BiomedicalConceptProperty_155","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","c0afda31-23e3-40ab-8e9e-cf0714c7e00e","float","True","BiomedicalConceptProperty_156","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","fe6f0fba-dedb-40a1-ae25-a144253d0ae1","","True","BiomedicalConceptProperty_157","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","f262f56f-174b-44d5-8c31-3c315c287026","","True","BiomedicalConceptProperty_158","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","59bee072-84da-488b-8e63-6d0a827b933b","","True","BiomedicalConceptProperty_159","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","8157e107-e90c-462c-98a7-cc6d0b767a67","","True","BiomedicalConceptProperty_160","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","0fe7a3cd-07a4-4dd4-864b-7e88c7d01116","float","True","BiomedicalConceptProperty_161","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","51f0e0dd-e638-4f43-ac77-7c69fff4b5f9","","True","BiomedicalConceptProperty_162","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","2c003929-1e3c-40fe-a217-af9a0cf3ecf6","","True","BiomedicalConceptProperty_163","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","8b1429cf-48ed-4569-8e12-5ce28b1f7041","","True","BiomedicalConceptProperty_164","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","85c4747b-920d-4aaf-88be-8d9f9a22bc88","","True","BiomedicalConceptProperty_165","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","4a31e58f-1b6c-4960-870d-d50f00f3c882","float","True","BiomedicalConceptProperty_166","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","72529150-3b73-49a3-92a8-cc13437994c9","","True","BiomedicalConceptProperty_167","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","32c25b33-9368-4052-9b57-4fb898eb32f6","","True","BiomedicalConceptProperty_168","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","80f8af5c-30b2-4f7f-99ad-31e9bbaeaf8c","","True","BiomedicalConceptProperty_169","LBFAST"
"BiomedicalConceptProperty","AETERM","True","532b22d9-9e3d-4c30-86ba-faff1c4bf775","text","True","BiomedicalConceptProperty_1","AETERM"
"BiomedicalConceptProperty","AEDECOD","True","69f7b2f0-b8dc-4c5d-9e93-bc5bfbd77af9","text","True","BiomedicalConceptProperty_2","AEDECOD"
"BiomedicalConceptProperty","AEPRESP","True","972043bf-aff6-4f21-bb79-9183e815156b","text","True","BiomedicalConceptProperty_3","AEPRESP"
"BiomedicalConceptProperty","AELOC","True","e238c33b-0b0e-4162-a026-3d7bc2c744a8","text","True","BiomedicalConceptProperty_4","AELOC"
"BiomedicalConceptProperty","AESEV","True","d6a7512f-83fb-4097-a0d5-eb0a265408b6","text","True","BiomedicalConceptProperty_5","AESEV"
"BiomedicalConceptProperty","AESER","True","640ec89e-c2f1-44e6-9d1d-6e94d44ece66","text","True","BiomedicalConceptProperty_6","AESER"
"BiomedicalConceptProperty","AEACN","True","ff924fff-bca0-4712-8ea5-fcac516ea549","text","True","BiomedicalConceptProperty_7","AEACN"
"BiomedicalConceptProperty","AEACNOTH","True","a5514d48-d8bc-4163-9741-5b0532085611","text","True","BiomedicalConceptProperty_8","AEACNOTH"
"BiomedicalConceptProperty","AEREL","True","32287562-2ef7-45af-8935-d5c9a34ed251","text","True","BiomedicalConceptProperty_9","AEREL"
"BiomedicalConceptProperty","AERELNST","True","b5f6cec1-e7d8-4a32-8317-a2e489215183","text","True","BiomedicalConceptProperty_10","AERELNST"
"BiomedicalConceptProperty","AEPATT","True","b217dd07-641f-49ef-bf71-422fc3f43778","text","True","BiomedicalConceptProperty_11","AEPATT"
"BiomedicalConceptProperty","AEOUT","True","782f5ba0-204c-4525-b3d5-bf25def04844","text","True","BiomedicalConceptProperty_12","AEOUT"
"BiomedicalConceptProperty","AESCAN","True","0e1bbcf3-6bf4-4088-8aec-84e6e81d3a89","text","True","BiomedicalConceptProperty_13","AESCAN"
"BiomedicalConceptProperty","AESCONG","True","200d48f2-8904-44a3-82df-31f1e9988b43","text","True","BiomedicalConceptProperty_14","AESCONG"
"BiomedicalConceptProperty","AESDISAB","True","8a7d9c80-bea8-4b1d-8d26-17ace8c99587","text","True","BiomedicalConceptProperty_15","AESDISAB"
"BiomedicalConceptProperty","AESDTH","True","34dfdab3-0639-4e2f-af06-5d93cc162009","text","True","BiomedicalConceptProperty_16","AESDTH"
"BiomedicalConceptProperty","AESHOSP","True","80cbe735-24f0-4876-9f36-127e40b2abb8","text","True","BiomedicalConceptProperty_17","AESHOSP"
"BiomedicalConceptProperty","AESLIFE","True","59c05dce-97f2-4363-8646-a6cf233cc687","text","True","BiomedicalConceptProperty_18","AESLIFE"
"BiomedicalConceptProperty","AESOD","True","17a73d0e-8e71-49b1-83dd-fc53eb630124","text","True","BiomedicalConceptProperty_19","AESOD"
"BiomedicalConceptProperty","AESMIE","True","823045c9-fbf4-4a84-b120-1276667dd0b5","text","True","BiomedicalConceptProperty_20","AESMIE"
"BiomedicalConceptProperty","AECONTRT","True","ca539de7-0ae1-4812-92dd-7162eb3b1792","text","True","BiomedicalConceptProperty_21","AECONTRT"
"BiomedicalConceptProperty","AESTDTC","True","61417864-ea48-4b33-b159-3e71f35fab4b","datetime","True","BiomedicalConceptProperty_22","AESTDTC"
"BiomedicalConceptProperty","AEENDTC","True","83bc75e7-e46a-4d9c-8145-c63f18db0e1f","datetime","True","BiomedicalConceptProperty_23","AEENDTC"
"BiomedicalConceptProperty","VSTESTCD","True","18b533f1-d77a-4e55-a0e4-240caf366d53","","True","BiomedicalConceptProperty_24","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","cc8ea599-96d2-41e9-bf32-30a08654be10","integer","True","BiomedicalConceptProperty_25","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","ce99d135-9283-46b8-a21b-2a61cf38c2cb","","True","BiomedicalConceptProperty_26","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","90b5a29a-9175-4501-ba3c-42bf4f41b377","","True","BiomedicalConceptProperty_27","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","ee737e02-cdad-45ee-89e3-745de7630eff","","True","BiomedicalConceptProperty_28","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","f291375a-9ea6-4f33-9d92-654961b23237","","True","BiomedicalConceptProperty_29","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","0ace8c8a-cc82-4684-bf2b-34ba2cc690d3","","True","BiomedicalConceptProperty_30","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","9c4fc3a2-eda3-4e7c-9efe-a4762b781f0b","integer","True","BiomedicalConceptProperty_31","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","02ae2cf3-cb10-46ce-ac96-c2e0825a3218","","True","BiomedicalConceptProperty_32","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","a82b0fba-cc2b-4f0e-99da-42f5d647bdca","","True","BiomedicalConceptProperty_33","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","cfcd0a8a-35cd-45d5-8325-8dab16ded4e6","","True","BiomedicalConceptProperty_34","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","d69bb36f-620e-4f03-8de7-caa1f4f847a9","","True","BiomedicalConceptProperty_35","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","0de89954-053d-4f6c-8690-92571e6705a9","","True","BiomedicalConceptProperty_36","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","efc054dc-7e70-4975-be0d-a0039fd1b1b8","float","True","BiomedicalConceptProperty_37","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","a0769bff-d476-4fca-8a12-3f9d7d58b8f1","","True","BiomedicalConceptProperty_38","VSORRESU"
"BiomedicalConceptProperty","VSLOC","True","35e80a7e-0159-4840-8987-02679b1a56b3","","True","BiomedicalConceptProperty_39","VSLOC"
"BiomedicalConceptProperty","VSTESTCD","True","a642809b-8468-4766-bed7-bdf1fe484225","","True","BiomedicalConceptProperty_40","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","63df91be-456f-4e15-966d-4d060fdbe334","float","True","BiomedicalConceptProperty_41","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","dea7cbd7-96be-4729-be0f-583d0726d430","","True","BiomedicalConceptProperty_42","VSORRESU"
"BiomedicalConceptProperty","VSTESTCD","True","b6cbc8ae-cdc2-49c9-9c45-64f7db6817c8","","True","BiomedicalConceptProperty_43","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","f8b7af7a-ed94-40f7-8f1e-a8cebe790a9f","float","True","BiomedicalConceptProperty_44","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","bbab7bbc-25ba-421e-82d2-f81a07fdb81e","","True","BiomedicalConceptProperty_45","VSORRESU"
"BiomedicalConceptProperty","LBTESTCD","True","da2b664c-8c15-4f8d-88e7-d6e4cff43ab3","","True","BiomedicalConceptProperty_46","LBTESTCD"
