"instanceType","label","isEnabled","uuid:ID","datatype","isRequired","id","name"
"BiomedicalConceptProperty","LBORRES","True","cd79bcd8-e2f9-40e7-b56f-dfc7f56c5e3a","float","True","BiomedicalConceptProperty_47","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","0cccfbc3-30ec-480a-bb8e-13f658e44772","","True","BiomedicalConceptProperty_48","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","271f531c-c1ca-4c4b-ae3c-b3d59193e888","","True","BiomedicalConceptProperty_49","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","2235880d-1842-4c53-98ab-f78db0a66849","","True","BiomedicalConceptProperty_50","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","b8dde8c9-dd10-4e0c-b4a7-bd3f6e2e0eee","","True","BiomedicalConceptProperty_51","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","30f16a26-06ab-4fa5-8f16-96b4631d9af2","text","True","BiomedicalConceptProperty_52","LBORRES"
"BiomedicalConceptProperty","LBSPEC","True","30ee3408-5167-4a6a-8ff1-9fecd5eb5d48","","True","BiomedicalConceptProperty_53","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","a1f79874-147b-40c5-ac4f-943a37a9d948","","True","BiomedicalConceptProperty_54","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","b312a686-4d85-4887-8d0b-1c9d9f430904","","True","BiomedicalConceptProperty_55","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","66546c4e-f96b-44ed-b0e5-4e1893878225","float","True","BiomedicalConceptProperty_56","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","3236c659-386b-4aae-8cd9-78f8e7cda65e","","True","BiomedicalConceptProperty_57","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","e53459a0-aacd-42af-858f-c4ed9383dd12","","True","BiomedicalConceptProperty_58","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","9095cb71-000a-4aa2-9cc3-c87622dd6930","","True","BiomedicalConceptProperty_59","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","f2428819-ed06-4a63-9ded-ccc2a45d48bd","","True","BiomedicalConceptProperty_60","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","90606ff6-b7c3-4d9e-9a38-01137006bec4","float","True","BiomedicalConceptProperty_61","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","66377e95-51a4-4967-ac02-ef6008b79add","","True","BiomedicalConceptProperty_62","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","8fd40658-9b49-427e-8b3d-b6b3038fbc41","","True","BiomedicalConceptProperty_63","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","97397839-2762-4ca6-931c-15843f68746e","","True","BiomedicalConceptProperty_64","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","00ff63cc-8413-44ac-91c9-c7f64d4caec1","","True","BiomedicalConceptProperty_65","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","7f13e758-0195-40ae-94a7-097e9d3a79cf","float","True","BiomedicalConceptProperty_66","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","46ed001a-2c89-4506-b9de-34af796c71f4","","True","BiomedicalConceptProperty_67","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","f4eef105-4d36-4f89-8a1f-79a34bdad5af","","True","BiomedicalConceptProperty_68","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","19e72636-f4ad-4cc5-8cc4-7ce8e5a4d8ae","","True","BiomedicalConceptProperty_69","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","f6f027c0-7926-4d75-817a-9876e0f1cf3e","","True","BiomedicalConceptProperty_70","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","9939f1fc-a15b-4396-8fe2-6115deee30f5","float","True","BiomedicalConceptProperty_71","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","d43b7e2b-30fb-4281-a414-2a6a5e9fc47c","","True","BiomedicalConceptProperty_72","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","56cbde06-d3fe-4d5e-9510-2a8a7a5b46ec","","True","BiomedicalConceptProperty_73","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","9c9cee0f-3a0b-4936-93e5-db1aeb924b46","","True","BiomedicalConceptProperty_74","LBFAST"
"BiomedicalConceptProperty","LBTESTCD","True","8eb670b1-f4f5-4721-b983-aa9ec24c99b7","","True","BiomedicalConceptProperty_75","LBTESTCD"
"BiomedicalConceptProperty","LBORRES","True","7146d72c-d9f0-4ee2-8c37-f3a5b400b83d","float","True","BiomedicalConceptProperty_76","LBORRES"
"BiomedicalConceptProperty","LBORRESU","True","ad0feb61-a3c8-4fe9-9b68-91cd0fa9885d","","True","BiomedicalConceptProperty_77","LBORRESU"
"BiomedicalConceptProperty","LBSPEC","True","715e8aba-7f46-4313-bb89-8d508c16a034","","True","BiomedicalConceptProperty_78","LBSPEC"
"BiomedicalConceptProperty","LBFAST","True","9707d030-86ac-47fa-9788-952e7c982070","","True","BiomedicalConceptProperty_79","LBFAST"
"BiomedicalConceptProperty","VSTESTCD","True","a629e655-7360-47f7-8697-60e73673ab7a","","True","BiomedicalConceptProperty_80","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","0cf75751-fd14-47c5-9344-676f1dc452ea","integer","True","BiomedicalConceptProperty_81","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","dc85f8b2-21e3-4fcd-b49f-7cb87180cb20","","True","BiomedicalConceptProperty_82","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","6e9b42dd-7bdb-4afe-8d69-1fbf75456416","","True","BiomedicalConceptProperty_83","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","7b555379-2a3a-40ad-83eb-446c10c91c16","","True","BiomedicalConceptProperty_84","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","0eff96d8-31c9-456c-b4f3-3251815aa677","","True","BiomedicalConceptProperty_85","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","12ca1ecc-3cad-474d-ab64-39aad91c1e1a","","True","BiomedicalConceptProperty_86","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","5abefc5c-06c3-4776-85ae-3f264de9e70d","integer","True","BiomedicalConceptProperty_87","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","bbd20861-b58c-4da8-a26c-c46dd015ab88","","True","BiomedicalConceptProperty_88","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","7d1e9d8d-e2a5-4127-972d-cad8cf83f6ff","","True","BiomedicalConceptProperty_89","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","f04e06fb-16a3-41d6-b8d5-30fb22b0c045","","True","BiomedicalConceptProperty_90","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","6730f95d-ab44-4c98-bcbf-2a9e00f761eb","","True","BiomedicalConceptProperty_91","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","cec5abd3-d16f-4168-bdb8-5db7a97ab1c5","","True","BiomedicalConceptProperty_92","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","931772cc-e38c-41c0-95d8-0ad98490250e","integer","True","BiomedicalConceptProperty_93","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","c2ba1113-f15b-4302-a4a3-04439b2fed64","","True","BiomedicalConceptProperty_94","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","3e7a09cb-f8fe-4d5d-b713-f37cb7b98df9","","True","BiomedicalConceptProperty_95","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","d37b513d-0014-41cc-a101-989b49360e63","","True","BiomedicalConceptProperty_96","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","1951776f-3537-4937-bb8f-b81f33841f6d","","True","BiomedicalConceptProperty_97","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","f19fbd4e-b2ea-446e-9010-8c79606eb623","","True","BiomedicalConceptProperty_98","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","c2db8423-0ae6-451b-9c06-21dab49b4158","integer","True","BiomedicalConceptProperty_99","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","514e20b8-6fbe-405f-ad62-9cd519310e8e","","True","BiomedicalConceptProperty_100","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","3e98a36d-aa25-45b9-b5c8-9f7188d613c9","","True","BiomedicalConceptProperty_101","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","99612628-e005-4a2b-9215-153377c3d197","","True","BiomedicalConceptProperty_102","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","77240d17-df64-448e-9190-5fe809cd2115","","True","BiomedicalConceptProperty_103","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","cc017b57-6202-4592-98f8-41dceccdc14a","","True","BiomedicalConceptProperty_104","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","63b4c92d-ba2f-4d5a-bdb2-fc96648c1146","integer","True","BiomedicalConceptProperty_105","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","89473474-cc06-4910-8600-6d09ea63a8ff","","True","BiomedicalConceptProperty_106","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","a8854555-c5cb-4592-8157-7f0c169396a4","","True","BiomedicalConceptProperty_107","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","375b4df8-1e2e-4111-ab7a-2bf5882c959e","","True","BiomedicalConceptProperty_108","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","f3681ad2-6a92-4402-9e49-aea056a40993","","True","BiomedicalConceptProperty_109","VSLAT"
"BiomedicalConceptProperty","VSTESTCD","True","f963034b-9517-4331-90f7-81897d66a66b","","True","BiomedicalConceptProperty_110","VSTESTCD"
"BiomedicalConceptProperty","VSORRES","True","347d8751-0243-430a-8736-6a81d3e559bc","integer","True","BiomedicalConceptProperty_111","VSORRES"
"BiomedicalConceptProperty","VSORRESU","True","12a18885-dd4c-4ef7-8687-13754f3b2ab7","","True","BiomedicalConceptProperty_112","VSORRESU"
"BiomedicalConceptProperty","VSPOS","True","4977bb88-9261-418e-af13-6ba20fe1eedf","","True","BiomedicalConceptProperty_113","VSPOS"
"BiomedicalConceptProperty","VSLOC","True","6acc7774-43da-4348-8f4a-76ec2c842af5","","True","BiomedicalConceptProperty_114","VSLOC"
"BiomedicalConceptProperty","VSLAT","True","4f25a498-341c-49fe-894b-2ef8776989dd","","True","BiomedicalConceptProperty_115","VSLAT"
