"label","includesHealthySubjects","instanceType","description","id","uuid:ID","name"
"Overall study population","False","StudyDesignPopulation","Overall study population","StudyDesignPopulation_1","295fd454-d88a-40be-bce3-6862235091e8","STUDY_POP"
