"label","instanceType","description","id","uuid:ID","name"
"LY900018","StudyIntervention","LY900018","StudyIntervention_1","632e7a10-ffa9-43d4-8d8b-e8224ad77e26","LY"
"GlucaGen","StudyIntervention","Glucagon","StudyIntervention_2","41e25ca3-524b-4fc1-821d-aeeb243e836c","IMG"
