"value","id","uuid:ID","instanceType"
"0.0","Quantity_1","7ac537dc-b499-4d91-b2b2-1eb14b5bca06","Quantity"
"1.0","Quantity_4","b9b9f6c8-202f-4da1-91e7-2a1bdba20b6e","Quantity"
"1.0","Quantity_2","e3530160-d784-4d6f-b564-70115b0554ae","Quantity"
"3.0","Quantity_3","d2882db7-8af7-4848-b474-0f3bd0158d0b","Quantity"
"1.0","Quantity_7","f938e715-7644-45df-b1dc-f1e3d1255af7","Quantity"
"1.0","Quantity_5","5b1ac035-65e2-4b8d-90b1-2358c8d96467","Quantity"
"1.0","Quantity_6","1c6d6dcf-fa30-4640-9e70-943d3ebbf2c8","Quantity"
