"name","id","uuid:ID","instanceType"
"Study_CDISC PILOT - LZZT","aa03f096-cc2f-42ac-996c-8c5a4c5b47eb","aa03f096-cc2f-42ac-996c-8c5a4c5b47eb","Study"
