"minValue","uuid:ID","id","isApproximate","maxValue","instanceType"
"300.0","53ffa84d-b2ed-4aa3-86d1-e2de8d863fbd","Range_2","False","300.0","Range"
"300.0","2769c8b9-8284-4a0c-ac78-f760a28c8bc3","Range_1","False","300.0","Range"
"50.0","2b7522fc-0202-462d-ae27-a3ce9141cf30","Range_3","False","100.0","Range"
