"name","instanceType","id","uuid:ID"
"Study_CDISC PILOT - LZZT","Study","9b0965e1-c393-4fa5-b90f-004a4fa4e9e9","9b0965e1-c393-4fa5-b90f-004a4fa4e9e9"
