"maxValue","id","isApproximate","minValue","uuid:ID","instanceType"
"300.0","Range_2","False","300.0","8e867827-276f-4cc0-9859-c941a6274d01","Range"
"300.0","Range_1","False","300.0","e7da0eea-4591-41cd-b533-078f43cad8a6","Range"
"100.0","Range_3","False","50.0","3b93f94a-acaa-47f9-9c7d-bdf6a6f69e5e","Range"
