"uuid:ID","otherReason","instanceType","id"
"a9e9acab-d274-48e7-8fe4-69317eb1344f","","StudyAmendmentReason","StudyAmendmentReason_1"
"2a593152-f357-4cc3-a7e6-fecd2ae0754a","Fix typographical errors","StudyAmendmentReason","StudyAmendmentReason_2"
