"uuid:ID","isApproximate","maxValue","minValue","instanceType","id"
"f8987ada-396d-4f93-ab84-9637fdd0442e","False","300.0","300.0","Range","Range_2"
"7b52be83-bdc3-408d-bd47-c2f9c38379b1","False","300.0","300.0","Range","Range_1"
"1616e2f8-bc8f-4515-acd4-c59494a9ce4c","False","100.0","50.0","Range","Range_3"
