"id","name","label","datatype","isEnabled","uuid:ID","instanceType","isRequired"
"BiomedicalConceptProperty_133","LBORRESU","LBORRESU","","True","a9513f1e-ef1b-48a8-a8aa-8bf9301c43cc","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_134","LBSPEC","LBSPEC","","True","a9a372de-eed7-4b68-9c87-448f6ae457d5","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_135","LBFAST","LBFAST","","True","5999b4c9-a1be-4ac6-a4c1-dbe782e537a0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_136","LBTESTCD","LBTESTCD","","True","064a1493-0113-4533-b97b-b00843e5d2bc","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_137","LBORRES","LBORRES","text","True","a38d8e97-ead2-45dd-b246-2061f4b74ef7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_138","LBSPEC","LBSPEC","","True","c1818bf1-da96-482a-9b01-c3549283b712","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_139","LBFAST","LBFAST","","True","dd1f01cc-4525-43f2-a8d3-ce6c0572873c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_140","LBTESTCD","LBTESTCD","","True","d7d97a07-f6a7-465a-bd56-31efccaaead9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_141","LBORRES","LBORRES","float","True","2b4b7830-32c8-4420-830b-a0047329a647","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_142","LBORRESU","LBORRESU","","True","fd15ae77-afe6-4f7b-977b-0c9299375418","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_143","LBSPEC","LBSPEC","","True","6cb1ff75-170f-4617-a290-94efe44c7ea7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_144","LBFAST","LBFAST","","True","6d651dd0-7fb9-4ee0-ae12-39b9e39a736e","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_145","LBTESTCD","LBTESTCD","","True","9f486827-ab8d-4bc4-a2e0-e6daab05f65f","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_146","LBORRES","LBORRES","float","True","118373b6-95f2-4b80-959a-9e0992fb1016","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_147","LBORRESU","LBORRESU","","True","cf491c8c-b8ff-4481-8a51-cb9e1209e2b1","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_148","LBSPEC","LBSPEC","","True","5b8ff892-7f45-4843-b389-cfb5ce2a97dc","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_149","LBFAST","LBFAST","","True","7167f888-8ef8-45f3-b515-7dde6c62edbb","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_150","LBTESTCD","LBTESTCD","","True","7f714a84-b119-44bd-a2af-5f23b57c4f01","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_151","LBORRES","LBORRES","float","True","d1adfef7-7bca-4a6a-b4bf-415e0ebd3f8c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_152","LBORRESU","LBORRESU","","True","d1ab78a6-2f99-439b-a2c8-858afe830a25","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_153","LBSPEC","LBSPEC","","True","3f73157c-f522-46f7-ab74-f0ae502fee74","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_154","LBFAST","LBFAST","","True","4733c48a-bcee-4d27-aafd-a8ca7262c4df","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_155","LBTESTCD","LBTESTCD","","True","b09dc870-0aef-4a09-9198-f4cd3da9565f","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_156","LBORRES","LBORRES","float","True","e081379d-3283-4bc9-b56f-c09295e0f8b9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_157","LBORRESU","LBORRESU","","True","fa389273-500d-4144-8f72-4b9a83b7031c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_158","LBSPEC","LBSPEC","","True","feca1149-4de5-4f8c-aeb2-f946ee2381d8","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_159","LBFAST","LBFAST","","True","c3bc5940-af22-40cd-b92c-58c185222085","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_160","LBTESTCD","LBTESTCD","","True","47d3f095-72f9-40d5-8791-feea098ea9ef","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_161","LBORRES","LBORRES","float","True","8063a01f-35fe-4147-8bb4-5cefec61722c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_162","LBORRESU","LBORRESU","","True","ca027644-805a-4401-9f57-38f91475fdac","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_163","LBSPEC","LBSPEC","","True","4f066a84-ca01-4945-a527-d9c09f853cf9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_164","LBFAST","LBFAST","","True","f9a925ee-d929-4c0d-8857-f41f7f876e28","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_165","LBTESTCD","LBTESTCD","","True","ca105ccd-ef6e-4592-a9c2-ab19081d3f6e","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_166","LBORRES","LBORRES","float","True","595dfa3f-5fb1-4b9f-88ed-74327dcd98e7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_167","LBORRESU","LBORRESU","","True","752251f5-cb65-44f7-a597-ab7a971a4c1e","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_168","LBSPEC","LBSPEC","","True","b14ba625-0674-4a4e-8c94-47b4570c6b7c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_169","LBFAST","LBFAST","","True","efefd337-2c1e-491c-99a3-bffa69614fbb","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_1","AETERM","AETERM","text","True","fa367e49-7531-4c1c-9a8b-2910ee3d38ba","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_2","AEDECOD","AEDECOD","text","True","01fa3d97-e60b-4cdf-91f8-45a1e7786779","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_3","AEPRESP","AEPRESP","text","True","8e1fb37a-70a8-42d2-b296-83ddb32120cb","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_4","AELOC","AELOC","text","True","cca09480-19f4-4d81-b8df-e6bd1b271c5b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_5","AESEV","AESEV","text","True","df7107b9-7044-4a78-a03b-63e5ea9ceac7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_6","AESER","AESER","text","True","f91d63a8-0281-4b33-8411-7a6e5094e0cc","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_7","AEACN","AEACN","text","True","f5414ac8-7bb6-45c2-ac98-93b70126278c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_8","AEACNOTH","AEACNOTH","text","True","4a8da25f-3e46-4263-9879-5a9d01dbda12","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_9","AEREL","AEREL","text","True","499f7475-19c8-423f-9d15-d8312d05c697","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_10","AERELNST","AERELNST","text","True","82cfe43d-0a33-40c9-b796-ca9e3826848b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_11","AEPATT","AEPATT","text","True","24d3faae-5b55-4dbc-95a5-a46365f30233","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_12","AEOUT","AEOUT","text","True","b8c7a78c-5226-4ea2-8008-dc32002034de","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_13","AESCAN","AESCAN","text","True","a7e925db-ace7-4291-bfe7-0b3b59e895d9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_14","AESCONG","AESCONG","text","True","7de72816-dd43-4cef-8109-e3efb9cabe4b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_15","AESDISAB","AESDISAB","text","True","fcf3b4ef-5551-4ba3-b75f-f4a6842964a4","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_16","AESDTH","AESDTH","text","True","9b9a8630-c379-4fee-a055-7343f6baec10","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_17","AESHOSP","AESHOSP","text","True","94118822-8623-4c75-860f-2345754aa712","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_18","AESLIFE","AESLIFE","text","True","b76ce89f-1c9a-4b3d-a335-7c7363a05695","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_19","AESOD","AESOD","text","True","49e1b11e-c2d3-4c06-913f-c76557e54349","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_20","AESMIE","AESMIE","text","True","e3c5cf3e-2da8-4755-b61f-cf6db32d4a43","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_21","AECONTRT","AECONTRT","text","True","4b6eeb15-95d8-41d0-b9a7-a254b1d4a0c0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_22","AESTDTC","AESTDTC","datetime","True","59ea2265-425b-4c3c-99dd-7c831e67b09a","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_23","AEENDTC","AEENDTC","datetime","True","c9d25b58-d9c1-453d-a6e5-6d55740f10ba","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_24","VSTESTCD","VSTESTCD","","True","883b36a9-44b3-4e1b-a2bb-868c8c0c6fdb","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_25","VSORRES","VSORRES","integer","True","875fa5e5-1b51-4b49-a5bf-a649f6012a5d","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_26","VSORRESU","VSORRESU","","True","33807e1a-ff42-47ce-a70c-98d7df722784","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_27","VSPOS","VSPOS","","True","1ee4b456-689b-4cb2-9511-bd439ea1a3a0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_28","VSLOC","VSLOC","","True","41d7f8ed-6d95-452c-9dd9-a5adf890dd35","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_29","VSLAT","VSLAT","","True","2bd1c7ca-7849-49ed-be51-d1922758df6d","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_30","VSTESTCD","VSTESTCD","","True","e51afc54-816f-4035-b930-a5e84f74f8aa","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_31","VSORRES","VSORRES","integer","True","9e1b276b-a5be-4b51-a890-a1379c1f8a3c","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_32","VSORRESU","VSORRESU","","True","53293caf-1c77-4845-beb5-88ca125583e3","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_33","VSPOS","VSPOS","","True","379543de-1df4-4348-9163-947036e51449","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_34","VSLOC","VSLOC","","True","144e4301-5b90-4f15-bfee-6e356bb3c2e8","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_35","VSLAT","VSLAT","","True","b369dc27-4d30-47e6-ba29-c6dfde596ce9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_36","VSTESTCD","VSTESTCD","","True","f12b37e4-0d01-4def-9e8b-a458bfab5d80","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_37","VSORRES","VSORRES","float","True","68df88e7-325c-4aaf-b1bf-aa1b8d165e80","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_38","VSORRESU","VSORRESU","","True","26993bc9-893c-4148-9c61-34d3ba39bda0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_39","VSLOC","VSLOC","","True","00f9a815-c106-4340-b10e-3faabdf91d84","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_40","VSTESTCD","VSTESTCD","","True","a3da052c-4fba-4750-bba5-32065bb4bd0d","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_41","VSORRES","VSORRES","float","True","b92f5354-7442-490a-8313-60d9c26ba34b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_42","VSORRESU","VSORRESU","","True","90d0ccc3-25a3-427a-8f3a-f37770ff5636","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_43","VSTESTCD","VSTESTCD","","True","d28d7daa-fec9-4cf0-8020-fe768a7ee2b9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_44","VSORRES","VSORRES","float","True","1ad15313-3d3b-46cb-93d8-fd2acb644db2","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_45","VSORRESU","VSORRESU","","True","61ced647-d725-4a7c-b815-4f0b9b31e08b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_46","LBTESTCD","LBTESTCD","","True","8bb8a52d-48fc-42ea-8db4-d456a33146e7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_47","LBORRES","LBORRES","float","True","8e8f8b5f-7419-49fe-ab77-527f7b7babca","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_48","LBORRESU","LBORRESU","","True","d410e98a-4872-46c0-8ee1-e1c3238025fb","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_49","LBSPEC","LBSPEC","","True","8f0a615f-b22d-479b-9819-51885005b972","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_50","LBFAST","LBFAST","","True","69a95f06-d611-4e8d-be83-0285003ff1b7","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_51","LBTESTCD","LBTESTCD","","True","3c276ed4-c4de-43dc-8417-89ecc00e3e39","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_52","LBORRES","LBORRES","text","True","5614685d-8eca-4f2d-8797-6df827c9e504","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_53","LBSPEC","LBSPEC","","True","3c7d24c0-2b5e-40ce-b45a-8d4099eb6128","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_54","LBFAST","LBFAST","","True","49e87cfc-6de2-4917-a6cd-4050b6e8b40a","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_55","LBTESTCD","LBTESTCD","","True","c1855c70-7f9c-48a5-b7c4-e576f37ff28f","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_56","LBORRES","LBORRES","float","True","c99ae541-0bb0-4fd7-b9db-a367b35c9078","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_57","LBORRESU","LBORRESU","","True","45f241d1-97e7-41d1-abcd-e93392ff618e","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_58","LBSPEC","LBSPEC","","True","f6e1df46-e945-4604-8eba-3077494ace88","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_59","LBFAST","LBFAST","","True","839c2077-5dd3-4a96-b349-f86e7e220d86","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_60","LBTESTCD","LBTESTCD","","True","d483014e-e74b-48a1-8e2c-cd9f2fca2fae","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_61","LBORRES","LBORRES","float","True","d7a7d281-9368-438e-86ac-608f90d7a3c3","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_62","LBORRESU","LBORRESU","","True","61b3b70d-90f7-45db-b15d-140e40d021cc","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_63","LBSPEC","LBSPEC","","True","64c57be5-b6d6-4b67-b23c-36bf0c909195","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_64","LBFAST","LBFAST","","True","4a31a2ee-3042-4ce4-b563-22ac3f8cb965","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_65","LBTESTCD","LBTESTCD","","True","2f9011e5-ecb7-4334-81b8-1ad4994eea1d","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_66","LBORRES","LBORRES","float","True","60be0505-a026-42ae-9efe-9c9882c98a2a","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_67","LBORRESU","LBORRESU","","True","34bb4cbd-25d2-46fc-96c2-de2923f36c32","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_68","LBSPEC","LBSPEC","","True","50ce73c1-d7a6-41a6-9d98-d6880e2bcaa6","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_69","LBFAST","LBFAST","","True","4f77c914-fe44-453b-a0d3-e67836f2fa26","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_70","LBTESTCD","LBTESTCD","","True","2941117f-a745-48fe-a896-52d8a89899ad","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_71","LBORRES","LBORRES","float","True","69e8d992-42d7-47c7-9ec2-7cbacc866363","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_72","LBORRESU","LBORRESU","","True","08b83061-f360-4f77-83a7-c3b29ed2d8ab","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_73","LBSPEC","LBSPEC","","True","05566954-25d4-4b2a-bbe9-d93cfc22f641","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_74","LBFAST","LBFAST","","True","78e22881-68a4-4c43-962c-af9bbe6f13de","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_75","LBTESTCD","LBTESTCD","","True","e8e959d1-75fb-48ca-b0e5-e55a5243ec7e","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_76","LBORRES","LBORRES","float","True","b24ccba7-1893-49bc-99e2-486dc04ea156","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_77","LBORRESU","LBORRESU","","True","2f5b2b1b-038c-41d7-8c5d-5c5e3d9b2e43","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_78","LBSPEC","LBSPEC","","True","22df8f1c-7344-4c87-a02f-206f44cb2cd1","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_79","LBFAST","LBFAST","","True","7b783aa3-6827-4d26-8f52-87a2f7abbdaa","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_80","VSTESTCD","VSTESTCD","","True","9d9f3e18-ca72-40e6-acf1-5bfc90bf21e9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_81","VSORRES","VSORRES","integer","True","53b0b9ab-6223-409b-97f6-99e97a7c76a5","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_82","VSORRESU","VSORRESU","","True","bc93004b-7f08-4f10-9967-9cfc1e943a9a","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_83","VSPOS","VSPOS","","True","111b088f-4043-439d-96eb-ec1882249c06","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_84","VSLOC","VSLOC","","True","34abd43e-513a-4666-8cf1-845909e058ec","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_85","VSLAT","VSLAT","","True","c86a01dd-34a9-44d5-8385-db3842656dfd","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_86","VSTESTCD","VSTESTCD","","True","681fd0d0-4252-4932-aae4-2f181a2c5c7b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_87","VSORRES","VSORRES","integer","True","c73add35-cc7f-4bc6-8f1c-b08bdd28dcd3","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_88","VSORRESU","VSORRESU","","True","b6db8f98-c685-4233-a2a9-5463b4dd3614","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_89","VSPOS","VSPOS","","True","05feb2cc-cb80-40c6-9376-ae2c4de505ed","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_90","VSLOC","VSLOC","","True","8e7581b5-7809-454e-867d-0cb804b118b2","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_91","VSLAT","VSLAT","","True","7d2cac42-8884-4acf-b47e-16a2afdccf0b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_92","VSTESTCD","VSTESTCD","","True","909c46c9-f0d0-4ffc-b4fb-1306c32cc15b","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_93","VSORRES","VSORRES","integer","True","83fb3c2b-a8e1-4c85-a0bf-63f78ec700b1","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_94","VSORRESU","VSORRESU","","True","a6c78249-9b48-41ae-8f1b-56180aa9242d","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_95","VSPOS","VSPOS","","True","63f0700e-2a38-4edc-ae1e-074dd162c2e9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_96","VSLOC","VSLOC","","True","fddfb055-3bb0-4116-82b6-48eebaf214b9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_97","VSLAT","VSLAT","","True","2be69ec3-e973-4d4c-b6fa-e10b7fed66ba","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_98","VSTESTCD","VSTESTCD","","True","bb623588-d23b-4f88-9e80-1391b31b6b27","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_99","VSORRES","VSORRES","integer","True","92ebbc49-15d3-4714-b7a6-44288f0655f4","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_100","VSORRESU","VSORRESU","","True","966f0a4f-4508-4b5b-92eb-fa45ba9c3fc0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_101","VSPOS","VSPOS","","True","e338027b-5bcc-4878-a82d-c02b7e9569b4","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_102","VSLOC","VSLOC","","True","815c0370-ad2c-4d8a-abc1-d5bed0772ec6","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_103","VSLAT","VSLAT","","True","fe382f4b-b41c-498d-8afc-16a3a5747e68","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_104","VSTESTCD","VSTESTCD","","True","2fbdbb76-d216-45fa-8906-3bed2ff48fe3","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_105","VSORRES","VSORRES","integer","True","9b9e19ae-5c50-4a91-bf50-ba35e0038d5f","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_106","VSORRESU","VSORRESU","","True","626cbc49-40eb-4cce-a83f-1bb49fc1aeb0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_107","VSPOS","VSPOS","","True","1982bfb6-fb7c-4f3e-96ce-4af620df0fa0","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_108","VSLOC","VSLOC","","True","cafbc2c6-593b-496a-83ae-7ca6d4d4a695","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_109","VSLAT","VSLAT","","True","dfc323f0-e451-4b2c-b1c4-940f517e8ebe","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_110","VSTESTCD","VSTESTCD","","True","47f253de-1757-4a7d-8a25-9373f366ba65","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_111","VSORRES","VSORRES","integer","True","494ab4b1-1b4c-4c6b-a133-c131941587e3","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_112","VSORRESU","VSORRESU","","True","0a1308ec-a7f0-49dc-9f23-2313f46d0407","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_113","VSPOS","VSPOS","","True","543a221f-0762-4712-a226-21ae624666c1","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_114","VSLOC","VSLOC","","True","4c224cc5-febc-4c3b-9e2b-0640598b87a9","BiomedicalConceptProperty","True"
"BiomedicalConceptProperty_115","VSLAT","VSLAT","","True","7b8ac3e4-34e4-41c1-9ce4-bff5643a67d6","BiomedicalConceptProperty","True"
