"maxValue","isApproximate","uuid:ID","instanceType","minValue","id"
"300.0","False","9797dc51-b41d-46c4-97fa-8f48dab7f92a","Range","300.0","Range_2"
"300.0","False","ffb87278-d0f8-4e3d-920b-5cc193dcfc5f","Range","300.0","Range_1"
"100.0","False","b8d25670-0132-4a61-83a1-3ba947696bb6","Range","50.0","Range_3"
