"uuid:ID","label","instanceType","description","id","name"
"479e1fa9-b231-4aaa-bee9-d7baf8ff7970","IE Dictionary","SyntaxTemplateDictionary","Dictionary for IE","SyntaxTemplateDictionary_1","IE_Dict"
"3619fffd-9866-4984-ab9b-a24db4836298","Assessment Dictionary","SyntaxTemplateDictionary","Dictionary for Study Assessments","SyntaxTemplateDictionary_2","AS_Dict"
