"uuid:ID","maxValue","instanceType","isApproximate","id","minValue"
"e0413878-5352-4e59-9a50-6f907154cc30","300.0","Range","False","Range_2","300.0"
"9da00565-8d5f-49c1-a147-e3590685c176","300.0","Range","False","Range_1","300.0"
"0a1ef7c7-f524-4027-ac7e-e8886639feea","100.0","Range","False","Range_3","50.0"
