"uuid:ID","minValue","instanceType","isApproximate","maxValue","id"
"96cfc6ff-5411-4c85-828e-0db0745da59e","75.0","Range","False","75.0","Range_2"
"83552ab9-75f9-4342-83ab-db8aa2cc7cdb","66.0","Range","False","66.0","Range_1"
"f4b44425-8127-4d59-8777-2a7ef6de3310","30.0","Range","False","30.0","Range_3"
"2b35bdd7-95fb-488d-8160-ddcfaaad70ff","18.0","Range","False","64.0","Range_4"
"a68ac849-6112-4959-bcda-5304c0acd6d7","30.0","Range","False","30.0","Range_5"
"c15b178a-d1b2-4ab9-89cd-1f3a77cc08a7","20.0","Range","False","70.0","Range_6"
