"value","id","uuid:ID","instanceType"
"0.0","Quantity_1","4f63ad9c-049d-4d0a-966e-b1e4e9c3fbf1","Quantity"
"1.0","Quantity_4","5730a611-b3e5-46c9-b0ef-a212cb67f53e","Quantity"
"1.0","Quantity_2","3da21c34-7fdc-4095-a5de-5caf8e1c05ab","Quantity"
"3.0","Quantity_3","14dbb83b-7d5a-4250-bdbe-012c31971c58","Quantity"
"1.0","Quantity_7","11ecdc12-786b-4d8b-b402-cf932bee089d","Quantity"
"1.0","Quantity_5","4e463178-7a82-4a78-823b-d0b0ffc44c50","Quantity"
"1.0","Quantity_6","e55bc548-12dc-4e8c-9459-a2211a5f8080","Quantity"
