"name","id","includesHealthySubjects","uuid:ID","instanceType","description","label"
"STUDY_POP","StudyDesignPopulation_1","False","6214a068-c632-4f8c-b958-97f2afc3e8ee","StudyDesignPopulation","Overall study population","Overall study population"
