"uuid:ID","id","otherReason","instanceType"
"9a5f648c-49b6-43bb-8cdb-80f44fb4b9f2","StudyAmendmentReason_1","","StudyAmendmentReason"
"d7f79f25-8d3e-441b-9ba4-f2c8af240f4c","StudyAmendmentReason_2","Fix typographical errors","StudyAmendmentReason"
