"uuid:ID","id","instanceType","isEnabled"
"4a41c3a3-9cee-4ee8-a816-baffc150974f","ResponseCode_17","ResponseCode","True"
"5f403eb9-fa21-4ff2-b7a0-4a16ffb5b288","ResponseCode_18","ResponseCode","True"
"0bf18088-5e0d-4256-9b12-1fcd018c51d2","ResponseCode_19","ResponseCode","True"
"e30e9833-c8a4-416b-890a-33f7b344a10d","ResponseCode_20","ResponseCode","True"
"31e9e9ae-9e96-4a45-82aa-ff3e5d9567a3","ResponseCode_21","ResponseCode","True"
"59d691b0-273b-4c09-9b5b-1a93cc54e390","ResponseCode_22","ResponseCode","True"
"ed4eee91-a095-470e-81f3-58561d8303ef","ResponseCode_23","ResponseCode","True"
"3ed46d36-973d-4c55-ab82-71b6fb07e9a4","ResponseCode_24","ResponseCode","True"
"f7490e19-8ec4-489f-a274-c42c4d0edf8f","ResponseCode_25","ResponseCode","True"
"10e93e53-f700-4abf-a252-5c300852dea3","ResponseCode_26","ResponseCode","True"
"31088206-f1df-436a-bbcc-293d7234112f","ResponseCode_1","ResponseCode","True"
"09c0acca-fa2a-4f5f-b11b-0fabc5099c09","ResponseCode_2","ResponseCode","True"
"69ff128a-ec27-4a7d-88d2-7e7a485babf9","ResponseCode_3","ResponseCode","True"
"e9fe8f2e-91de-4f1b-b751-021e1171e5d1","ResponseCode_4","ResponseCode","True"
"81dc6628-ddcf-4e9c-8e44-263495004a03","ResponseCode_5","ResponseCode","True"
"aac6ddd4-5407-4270-ac8e-30c0df1bcf61","ResponseCode_6","ResponseCode","True"
"48b9a8bc-1354-4904-b946-785bace068b0","ResponseCode_7","ResponseCode","True"
"39894976-7942-486e-8e26-48196b3ec077","ResponseCode_8","ResponseCode","True"
"d876fa55-d42f-4d03-93e2-fa6891fbcef1","ResponseCode_9","ResponseCode","True"
"b1420042-892d-4dbc-bd39-183c1b117841","ResponseCode_10","ResponseCode","True"
"7ca7e95d-5e71-4970-b89f-77de3104a8b8","ResponseCode_11","ResponseCode","True"
"48f48eb9-a75a-4b53-9c4d-4b1a2ed444eb","ResponseCode_12","ResponseCode","True"
"73026617-393b-42b1-b7d8-0b12dda325ae","ResponseCode_13","ResponseCode","True"
"eed9bd2f-6add-457e-a603-9becf40c250a","ResponseCode_14","ResponseCode","True"
"f01fa0f0-4055-4a95-a6ca-0cdfdb4a6b25","ResponseCode_15","ResponseCode","True"
"5c545627-392f-4c36-8e21-84f4dcf3a9bb","ResponseCode_16","ResponseCode","True"
