"uuid:ID","isApproximate","minValue","instanceType","maxValue","id"
"39375598-6a4d-429d-8a40-288220e7fcd2","False","300.0","Range","300.0","Range_2"
"f526ae1b-654c-4e92-94a7-42828ee54730","False","300.0","Range","300.0","Range_1"
"574efa59-17c8-44d3-99fb-0a767373b8da","False","50.0","Range","100.0","Range_3"
