"instanceType","id","uuid:ID"
"StudyCell","StudyCell_1","f48cee4c-fcea-44a2-9236-bdf1096b2c53"
"StudyCell","StudyCell_2","b642ae4d-f09c-439b-a53c-dc06f182e5a6"
"StudyCell","StudyCell_3","06b9a35e-b182-47fd-91b7-bbe1c8a5c927"
"StudyCell","StudyCell_4","a6d22599-7cf3-4cc8-aeb3-ed32941be29c"
"StudyCell","StudyCell_5","e3c82ecd-94b9-493a-bd5b-a8946027f52f"
"StudyCell","StudyCell_6","08d99a89-f361-4145-9b3b-d6435dac1333"
"StudyCell","StudyCell_7","081c1b3e-2334-4ce5-93f1-248812e75250"
"StudyCell","StudyCell_8","df8b8b0b-e81a-4cea-b0cd-c17c6b39b00d"
"StudyCell","StudyCell_9","987454c7-0d31-4b76-bec4-5ef83042e6e4"
"StudyCell","StudyCell_10","8e2aa9a0-3d6b-4577-bbcf-8df2c90e91a7"
"StudyCell","StudyCell_11","b77308a0-92dc-4e7b-95e0-ba7e181fbf19"
"StudyCell","StudyCell_12","0d4a3e94-057a-4dd8-831b-9fd4ae93fe59"
"StudyCell","StudyCell_13","22941d59-5905-4b54-9900-55d075c484b4"
"StudyCell","StudyCell_14","0c388fd2-dcdc-490a-98e0-5cba3693c723"
"StudyCell","StudyCell_15","8a6c5bc7-1bfe-42a8-b3da-4f9c737e39fe"
