"uuid:ID","instanceType","isApproximate","id","minValue","maxValue"
"95da0ffd-b95a-407e-9e91-7ae2d59ecd1e","Range","False","Range_2","300.0","300.0"
"0a0e81fb-4bb1-435a-888a-1049d5da25b5","Range","False","Range_1","300.0","300.0"
"140c4431-139a-45f9-ae7b-70a95a8b59f6","Range","False","Range_3","50.0","100.0"
