"id","maxValue","uuid:ID","isApproximate","instanceType","minValue"
"Range_2","300.0","a9ee701d-bba7-45e9-8f87-49fbb92254ad","False","Range","300.0"
"Range_1","300.0","3fc7b349-7929-47bb-aa6e-5eb16561517f","False","Range","300.0"
"Range_3","100.0","6bde2ff5-f6dd-4b1b-ae43-1965176f49a2","False","Range","50.0"
