"instanceType","uuid:ID","id","minValue","isApproximate","maxValue"
"Range","7cedf040-569e-4882-a010-8fe88cf6db77","Range_2","300.0","False","300.0"
"Range","d2f8c3a6-b1cb-4496-9b26-d81e91c2a828","Range_1","300.0","False","300.0"
"Range","18efba46-7b50-4794-9768-3674823c3a31","Range_3","50.0","False","100.0"
