"instanceType","isApproximate","uuid:ID","maxValue","minValue","id"
"Range","False","2128eb2c-1aed-4eef-a487-97aa87b46756","300.0","300.0","Range_2"
"Range","False","a51caaa4-143e-4bd4-97f4-cd6dc7b15f7e","300.0","300.0","Range_1"
"Range","False","7e5cb993-0fe0-4d08-a842-869891e1f8d2","100.0","50.0","Range_3"
