"instanceType","uuid:ID","id"
"StudyCell","38008aaa-27d7-41df-bfa6-b0d56f5d2845","StudyCell_1"
"StudyCell","0860f06d-763f-40f3-ba1a-9bc3cb68c904","StudyCell_2"
"StudyCell","9d1cbcb0-78ac-426a-8f44-0d48fa6d4bc9","StudyCell_3"
"StudyCell","a6d2b916-e4d6-4195-943a-86212ac51814","StudyCell_4"
"StudyCell","ec685d06-2783-40e2-8267-f728ee11e2ac","StudyCell_5"
"StudyCell","d0bd5405-636a-4f1a-b561-553b4ed71079","StudyCell_6"
"StudyCell","b136cf00-2bb4-41f9-94d4-3336780c29ab","StudyCell_7"
"StudyCell","998619c7-479e-46d6-a3d7-e4a7a94f33d6","StudyCell_8"
"StudyCell","0737f95b-ddcd-470b-89ec-556bba748936","StudyCell_9"
"StudyCell","688bb0d7-696c-4d30-b2db-acb4deaf0836","StudyCell_10"
"StudyCell","eedafcb9-94c8-4c12-ae6a-4668b18e46f5","StudyCell_11"
"StudyCell","fb640c3c-4f59-46a6-b870-b2dd6281d278","StudyCell_12"
"StudyCell","714ba9f5-06a0-4b10-98e6-d1f708966f2e","StudyCell_13"
"StudyCell","2d26d516-6acc-4a27-9c1e-7ebffa1bf5be","StudyCell_14"
"StudyCell","1d0f9bff-0637-4b22-81f3-0b0280c01f42","StudyCell_15"
