"uuid:ID","id","isApproximate","minValue","instanceType","maxValue"
"838a56bb-ee37-4a66-9b8e-ca97526124e8","Range_2","False","300.0","Range","300.0"
"a713152e-5c51-42d1-92fb-12bb1662513c","Range_1","False","300.0","Range","300.0"
"7543d5ef-b5a5-42c3-ac8a-e8d922d93496","Range_3","False","50.0","Range","100.0"
