"name","uuid:ID","id","instanceType"
"Study_CDISC PILOT - LZZT","3cccae48-7f0a-48d2-bf6e-e81fc4cf846f","3cccae48-7f0a-48d2-bf6e-e81fc4cf846f","Study"
