"isApproximate","maxValue","instanceType","minValue","id","uuid:ID"
"False","300.0","Range","300.0","Range_2","50934ceb-3efc-4f75-b967-5a05c879a0f2"
"False","300.0","Range","300.0","Range_1","7c0350b2-7e84-4805-bd37-6f516c079fd5"
"False","100.0","Range","50.0","Range_3","d9cf93fb-2dee-47c0-9e3e-41daefb3071c"
