"instanceType","name","id","uuid:ID"
"Study","Study_CDISC PILOT - LZZT","4fe766e2-10e3-47ed-be91-e9f5a6ef11cd","4fe766e2-10e3-47ed-be91-e9f5a6ef11cd"
