"instanceType","uuid:ID","id"
"StudyCell","3154229e-f4f4-4d65-8b4a-f1bef705e3d8","StudyCell_1"
"StudyCell","44f83add-ccbd-4536-88d8-7d3345f19d00","StudyCell_2"
"StudyCell","93f429c8-4096-4f39-bc49-ea99afa177e2","StudyCell_3"
"StudyCell","ef1ab38f-580a-4ed0-b14c-6c55b5d54aa3","StudyCell_4"
"StudyCell","8237d6df-04a8-4927-a238-df0c3fbc3184","StudyCell_5"
"StudyCell","0be63343-8195-468c-b413-a076a931450b","StudyCell_6"
"StudyCell","d9743d89-976a-421b-8c48-5c993ec466e7","StudyCell_7"
"StudyCell","668ab578-cecc-4013-82c2-167296de08b5","StudyCell_8"
"StudyCell","0ef4e20c-dbb9-4e5c-9e02-6e0a4a588bd7","StudyCell_9"
"StudyCell","1f9b4c8f-02f1-4d5e-91cf-e69ecd74c140","StudyCell_10"
"StudyCell","cca53364-78c1-403a-a03c-3ebdbfbd7c19","StudyCell_11"
"StudyCell","577d10c7-5fef-440c-b973-c2cf5e243284","StudyCell_12"
"StudyCell","c250b70e-663f-4230-af4d-7b08033a8eb3","StudyCell_13"
"StudyCell","f2077df4-6d00-4c06-8e14-261fc301f7b0","StudyCell_14"
"StudyCell","6425a867-ab82-407e-ad16-33cecb53e519","StudyCell_15"
