"state","line","postalCode","district","uuid:ID","city","id","text"
"IN","Lilly Corporate Ctr","4628","-","39f94b0e-7c4c-462d-9885-57ebaa22a8e1","Indianapolis","Address_1","Lilly Corporate Ctr, Indianapolis, -, IN, 4628, United States of America"
