"maxValue","instanceType","id","minValue","uuid:ID","isApproximate"
"300.0","Range","Range_2","300.0","1341e44e-7dae-464b-8d6c-6c8cfb3d5611","False"
"300.0","Range","Range_1","300.0","d5101947-7389-4453-b7c4-f633757e5292","False"
"100.0","Range","Range_3","50.0","7cf83f05-c377-4b2b-8324-5d20660ada71","False"
