"uuid:ID","isApproximate","maxValue","id","minValue","instanceType"
"61946e1e-86f4-4525-b715-42414cec20ed","False","300.0","Range_2","300.0","Range"
"9b5fb4e0-dea8-4919-bee7-a37bc8d994be","False","300.0","Range_1","300.0","Range"
"a386499f-cb23-4834-8f0d-62dc53f54e8e","False","100.0","Range_3","50.0","Range"
