"id","instanceType","maxValue","uuid:ID","isApproximate","minValue"
"Range_2","Range","300.0","2b6ac90c-a646-4d62-a30c-7061dd79f6b6","False","300.0"
"Range_1","Range","300.0","f5485e58-4e1f-409d-a6c5-33e5b5d76388","False","300.0"
"Range_3","Range","100.0","24b34ace-7217-4b21-b805-b93a40524fc3","False","50.0"
