"isRequired","datatype","id","name","uuid:ID","label","isEnabled","instanceType"
"True","string","BiomedicalConceptProperty_116","Sex","5a57ee40-21e2-4176-9389-9caa97a21976","Sex","True","BiomedicalConceptProperty"
"True","string","BiomedicalConceptProperty_117","Race","0e55d810-657a-4246-8c2d-f76e7ebde064","Race","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_118","VSTESTCD","1deef6e7-1d58-46ac-9a61-38d1e37788ff","VSTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_119","VSORRES","e7f868c9-e865-47af-828c-927ea8ab667d","VSORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_120","VSORRESU","aa1aa289-1c50-412e-8365-f108d0b42182","VSORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_121","VSLOC","4e7eeb7d-e97b-414d-a03a-337780676406","VSLOC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_122","VSTESTCD","49c5634e-7710-4de8-b4c1-43219bfae1b2","VSTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_123","VSORRES","c30fbfbc-02a1-47c4-959a-318e50c4450a","VSORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_124","VSORRESU","7759f078-3c7a-4e65-a059-827a455ef224","VSORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_125","VSTESTCD","a92f0581-1397-4da5-9a0a-98da8395301d","VSTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_126","VSORRES","7f818d1a-bb48-4ae4-b7b3-63dfe03f5cd8","VSORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_127","VSORRESU","023dfdd6-144f-45ac-91b5-5132e5782db0","VSORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_128","LBTESTCD","2d9d2299-326b-4ae7-ac85-eb552ab767c8","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_129","LBORRES","34da27d2-b036-4ee7-8b6e-6b6a6d52812b","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_130","LBORRESU","8a8678e5-804c-4f02-9f15-fe7214346411","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_131","LBSPEC","9def2b68-ae45-4451-98e1-a161e9a568b9","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_132","LBFAST","31b2baef-bd4c-4097-8803-b8c603cc5880","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_133","LBTESTCD","c4d15e64-c425-4d4a-9c04-a44da3838f60","LBTESTCD","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_134","LBORRES","445afab2-ff40-4549-94cc-963806c47f75","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_135","LBSPEC","011d6b16-44ab-43f2-9b40-fec40ae89bd8","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_136","LBFAST","7fe50d21-88bb-4e37-a697-d348dbcac378","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_137","LBTESTCD","28483b32-d0e3-4118-a1f1-fcf7c2755f4e","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_138","LBORRES","7b5b0b6a-ed99-4a3b-b305-980876aae4ff","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_139","LBORRESU","183f7f83-dc89-4ca9-95d9-dab3e59c5c64","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_140","LBSPEC","a05f4ef7-5731-4b28-a78d-ef32a5531f16","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_141","LBFAST","9a3f07a7-416a-4e38-9743-a1e860c81207","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_142","LBTESTCD","edd1fb71-9547-4a1b-808a-f14fdf72bbe1","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_143","LBORRES","dc332fed-1f75-4e63-be36-fa25f18c0591","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_144","LBORRESU","d1bdaff2-597e-4434-9486-5dea8c7ee530","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_145","LBSPEC","83a141eb-c747-4d49-a17e-aa590cf35fdd","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_146","LBFAST","9ab17b37-4256-4fdb-a555-310b877499e9","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_147","LBTESTCD","27f2cf16-3a6f-4d1f-9f3e-6ac2550cb7ff","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_148","LBORRES","d8ef3388-1d65-4c73-9652-71296f7e9086","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_149","LBORRESU","22842037-2d76-4e14-9c64-200b39de6af8","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_150","LBSPEC","d57acf29-8473-41d8-90b7-29e57840bc4d","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_151","LBFAST","3ed578e2-a0e0-4c88-a259-e78c2118eb81","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_152","LBTESTCD","711343ae-c786-4a11-8a6a-7ab3ad2b0569","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_153","LBORRES","a0e3df05-f9a5-46dc-9709-aa6be7212d20","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_154","LBORRESU","5fdcfb2b-b47f-4edd-93b2-633f19ec76a9","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_155","LBSPEC","e0a82266-9a0b-490d-9f5d-50253133021d","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_156","LBFAST","61b17074-885e-449e-bf26-541a2db65e38","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_157","LBTESTCD","2194f731-dcf2-4833-a782-693cc174d646","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_158","LBORRES","00d8822f-73eb-4a9d-8860-8667bd8f92b2","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_159","LBORRESU","c11b2895-89d3-43b7-809d-02f269d5ceff","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_160","LBSPEC","878b4aa1-bcb3-4f9e-aa8a-31b7ffc8460c","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_161","LBFAST","0d5896f1-7f58-4b31-85f1-4243425dbbf2","LBFAST","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_162","LBTESTCD","61c5cd74-dba5-40b7-ab12-263933388623","LBTESTCD","True","BiomedicalConceptProperty"
"True","float","BiomedicalConceptProperty_163","LBORRES","9a4a2f07-f73f-401d-b473-cc4dc0e1af58","LBORRES","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_164","LBORRESU","79df5d07-db2c-4802-8418-4deca344554d","LBORRESU","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_165","LBSPEC","3d4a20ee-19b6-4e2e-9b60-9eaf0443f941","LBSPEC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_166","LBFAST","4f7de7c4-1992-4a14-a2d4-81c3713e8cf2","LBFAST","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_1","AETERM","0b4878a3-4a76-4109-bc05-96eebb4dbf7d","AETERM","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_2","AEDECOD","0a8e391e-249f-4b48-9ae1-e21da303e6d6","AEDECOD","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_3","AEPRESP","f3581bc9-2d41-4df7-a75a-06986ca850b8","AEPRESP","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_4","AELOC","2cdbdf7f-e612-46a5-b785-36a4031b78ec","AELOC","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_5","AESEV","40b1e301-90b5-4a06-8d95-edb4587b600f","AESEV","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_6","AESER","ccf57235-be30-4a09-89da-0c8267e283bd","AESER","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_7","AEACN","49eb8589-aee0-483f-9cd2-90da27538a99","AEACN","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_8","AEACNOTH","dc6e4c4e-9f46-4569-af57-58094cf4f21d","AEACNOTH","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_9","AEREL","da6f1c3f-98ea-41b2-a27e-61e14e10c314","AEREL","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_10","AERELNST","0f4f051d-f008-42cc-b09a-35d8e16e8a86","AERELNST","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_11","AEPATT","070e45cd-b47b-44d5-bead-dc6214df044c","AEPATT","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_12","AEOUT","4dce3fa1-f0bb-48d0-9cf3-941017563fa8","AEOUT","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_13","AESCAN","031f738f-5618-4838-8352-e63c49f4b462","AESCAN","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_14","AESCONG","b4a11792-f697-4582-8955-d035daae542a","AESCONG","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_15","AESDISAB","d64f4591-4f5f-4e64-a02e-370ea6a114da","AESDISAB","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_16","AESDTH","a95875e6-4f3f-44a4-8991-8771456723c7","AESDTH","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_17","AESHOSP","db76039d-369c-4ca5-8069-999978e2af23","AESHOSP","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_18","AESLIFE","c60d885a-fcc7-42c2-98c9-1d00b131e6ef","AESLIFE","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_19","AESOD","64c66959-33c4-4cb5-8791-a472aadc022c","AESOD","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_20","AESMIE","48da2a03-df17-4d75-a6b1-1df290bb3697","AESMIE","True","BiomedicalConceptProperty"
"True","text","BiomedicalConceptProperty_21","AECONTRT","d72a185e-06e2-426f-9c77-7d57fc77f357","AECONTRT","True","BiomedicalConceptProperty"
"True","datetime","BiomedicalConceptProperty_22","AESTDTC","424fc4c8-e735-43dc-b4bf-ca336924835e","AESTDTC","True","BiomedicalConceptProperty"
"True","datetime","BiomedicalConceptProperty_23","AEENDTC","ad00b262-b59b-441e-a1a3-a84f9c8e3973","AEENDTC","True","BiomedicalConceptProperty"
"True","","BiomedicalConceptProperty_24","VSTESTCD","1f32779b-8ad1-471f-b3ee-611ec0f2eb4f","VSTESTCD","True","BiomedicalConceptProperty"
"True","integer","BiomedicalConceptProperty_25","VSORRES","c8a560b4-8f42-475a-be65-e7737a3a4845","VSORRES","True","BiomedicalConceptProperty"
