"instanceType","uuid:ID","id","value"
"Quantity","9563f5d8-c59a-4d9e-bd5f-38a3e799ba3b","Quantity_1","0.0"
"Quantity","074fea44-e0c6-49da-8294-360674480e40","Quantity_2","0.0"
"Quantity","3029e524-7a64-49e6-868c-4ad38f432e10","Quantity_3","0.0"
"Quantity","4f195757-6b5e-4a58-af9a-82220fd72aaf","Quantity_4","0.0"
"Quantity","23734133-fd1d-485c-a2a8-7967f435280d","Quantity_7","1.0"
"Quantity","2062b5fc-34a4-4a78-80db-78981c7eb64e","Quantity_5","28.0"
"Quantity","69ad63f7-49fd-4f85-9f7a-7aa4d73431ea","Quantity_6","15.0"
"Quantity","9debca6c-9964-4623-bee3-2c7221ccedf3","Quantity_8","11.0"
"Quantity","999f5b02-f054-4477-9085-e26b8391aa55","Quantity_9","30.0"
