"uuid:ID","label","name","instanceType","id","description"
"17a0c4c0-f768-45b7-9688-a02ae09d4136","IE Dictionary","IE_Dict","SyntaxTemplateDictionary","SyntaxTemplateDictionary_1","Dictionary for IE"
