"isApproximate","maxValue","instanceType","uuid:ID","minValue","id"
"False","300.0","Range","03502e6d-75a6-4f5a-bbd6-f0bc3bb0f796","300.0","Range_2"
"False","300.0","Range","4a6686cb-e491-4302-ac0d-fbd8b98932a0","300.0","Range_1"
"False","100.0","Range","073fda4a-053d-420b-8f3b-421561d8a3b2","50.0","Range_3"
