"uuid:ID","instanceType","id"
"954fe792-ba74-4fd5-82f4-680b42147c95","StudyCell","StudyCell_1"
"0b1bade5-a953-461f-a45f-000d466d628c","StudyCell","StudyCell_2"
"fe677429-2cf5-4e16-a9d4-01a9502f392b","StudyCell","StudyCell_3"
"3812fbf7-8ed3-4afa-8a63-f8762895f6f7","StudyCell","StudyCell_4"
"28d46fbb-8dab-4a61-beae-79d59801a4ed","StudyCell","StudyCell_5"
"3579e150-9524-4433-bfbf-e85636b782e7","StudyCell","StudyCell_6"
"69e677b7-ce23-49d9-8c1f-791c4363c94f","StudyCell","StudyCell_7"
"5a3286f9-9d87-44b2-8235-640d10891c93","StudyCell","StudyCell_8"
"1765bbc9-741f-44c2-abe6-2926ef737ac3","StudyCell","StudyCell_9"
"f72d4e04-4614-443c-a044-8fa4da4d6386","StudyCell","StudyCell_10"
"12eb0220-d810-4b8a-aad1-9919dcb386fd","StudyCell","StudyCell_11"
"21354b70-48a1-4661-97be-cd2a43d9e5bd","StudyCell","StudyCell_12"
"179c923c-8b01-4e35-a13a-f34137d9897c","StudyCell","StudyCell_13"
"ed9f48af-30ae-4d32-8d14-f88f56199cc6","StudyCell","StudyCell_14"
"e0b3e073-eb96-4f34-ac5e-c552b2d41338","StudyCell","StudyCell_15"
