"uuid:ID","instanceType","otherReason","id"
"6dcd911f-6051-4da3-98d3-11b12ce02b82","StudyAmendmentReason","","StudyAmendmentReason_1"
"b6253807-a008-4b78-8be8-b28dd865fc28","StudyAmendmentReason","Fix typographical errors","StudyAmendmentReason_2"
