"maxValue","isApproximate","id","minValue","uuid:ID","instanceType"
"300.0","False","Range_2","300.0","27f9db86-2f22-4788-abea-4c6efc002306","Range"
"300.0","False","Range_1","300.0","5205ce3a-fc57-4557-9fce-07cb83d40d7c","Range"
"100.0","False","Range_3","50.0","6146d751-2e66-4c8f-848d-d52f401707c5","Range"
