"uuid:ID","id","isEnabled","datatype","instanceType","isRequired","name","label"
"692b24c4-ba44-4bd6-874b-a6e6500b8bc7","BiomedicalConceptProperty_15","True","text","BiomedicalConceptProperty","True","AESDISAB","AESDISAB"
"0bc98a65-e8e3-4ac3-b9cc-922f5a892566","BiomedicalConceptProperty_16","True","text","BiomedicalConceptProperty","True","AESDTH","AESDTH"
"18511dfc-d14c-4ff8-a059-d2e86397099c","BiomedicalConceptProperty_17","True","text","BiomedicalConceptProperty","True","AESHOSP","AESHOSP"
"b93160ff-02d4-4f52-b2ca-e9cfb29400f6","BiomedicalConceptProperty_18","True","text","BiomedicalConceptProperty","True","AESLIFE","AESLIFE"
"ee447743-9370-4384-8610-2b5240fcc327","BiomedicalConceptProperty_19","True","text","BiomedicalConceptProperty","True","AESOD","AESOD"
"4343d197-3166-4022-947d-ec548e184487","BiomedicalConceptProperty_20","True","text","BiomedicalConceptProperty","True","AESMIE","AESMIE"
"0c5ba3da-c60a-4a21-9889-99d9100bdaa4","BiomedicalConceptProperty_21","True","text","BiomedicalConceptProperty","True","AECONTRT","AECONTRT"
"8db3b1db-2c9f-4b1c-bb76-bf42e64b6ffc","BiomedicalConceptProperty_22","True","datetime","BiomedicalConceptProperty","True","AESTDTC","AESTDTC"
"bc036cd7-963f-4891-b297-254e9f5e28f5","BiomedicalConceptProperty_23","True","datetime","BiomedicalConceptProperty","True","AEENDTC","AEENDTC"
"8b87a5b6-1b0c-481f-8d5d-22fee8538176","BiomedicalConceptProperty_24","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"b18b60f8-362f-47b3-be0a-fcdc603a988a","BiomedicalConceptProperty_25","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"2adb2b12-3af1-4c49-8bbb-58d579b18111","BiomedicalConceptProperty_26","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"4fa2944d-d5dd-4387-a3fb-1aaedd1633df","BiomedicalConceptProperty_27","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"924fa8b8-dd29-4f8e-a879-21419f252765","BiomedicalConceptProperty_28","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"53719806-61c1-44a0-8f6f-d9465b691c69","BiomedicalConceptProperty_29","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"1ab7b546-0806-4cbf-8a24-c64b0775e0b8","BiomedicalConceptProperty_30","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"6cf68abb-eab0-4cbf-a69c-df882fe9016e","BiomedicalConceptProperty_31","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"2b12a223-e7fd-4142-b49c-23374d8c28a8","BiomedicalConceptProperty_32","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"834f37be-0183-41b4-9795-7060a3b72e85","BiomedicalConceptProperty_33","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"3a31e80f-2615-486f-b9f3-418749804ed9","BiomedicalConceptProperty_34","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"720f621c-20f3-490d-ae27-c4f0d890e491","BiomedicalConceptProperty_35","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"60cbd555-c800-47ae-8f42-fb608913661d","BiomedicalConceptProperty_36","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"9fcbaf35-cdb2-4e29-a36f-eacbffb66b3b","BiomedicalConceptProperty_37","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"76b10c16-83d8-4243-b854-d7a10dcea55a","BiomedicalConceptProperty_38","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"9eddda91-1327-4a1c-90f1-0c9b0dd491a5","BiomedicalConceptProperty_39","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"c57b7eed-b88f-403e-a54e-7ce2402fedfe","BiomedicalConceptProperty_40","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"87c3cb1a-9bf5-4f4a-8d77-ee9b5acc0c2c","BiomedicalConceptProperty_41","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"cd846cc7-6731-4838-91b2-3678ceef6082","BiomedicalConceptProperty_42","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"92d12bf1-6734-41c0-b20c-63ba04f85de5","BiomedicalConceptProperty_43","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"6f63edea-61f6-42b2-91b6-c003895259e0","BiomedicalConceptProperty_44","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"1d848553-76af-4025-a269-27877602098d","BiomedicalConceptProperty_45","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"899c5dd6-3032-488b-a593-febd20b6c306","BiomedicalConceptProperty_46","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"b58a5c32-7ce1-4225-b366-0011688391b9","BiomedicalConceptProperty_47","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"4bd092cf-48ce-4cf9-9d7e-54a7a746e9ec","BiomedicalConceptProperty_48","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"a00c133e-4145-4e2d-8980-f0738403f1a8","BiomedicalConceptProperty_49","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"adda5903-312e-4d4a-bb85-0b9b2af68793","BiomedicalConceptProperty_50","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"a53dc492-1563-406e-8b6b-dd92f6314e7c","BiomedicalConceptProperty_51","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"4a3dcb6a-ec41-439b-9479-23d786027a18","BiomedicalConceptProperty_52","True","text","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"498b4e5a-3282-48a0-96b8-dc2934d4a58f","BiomedicalConceptProperty_53","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"26693511-d758-4306-bd38-f5bfd7d3256d","BiomedicalConceptProperty_54","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"a71ca993-2d0f-45e0-a743-f6e97e83baaa","BiomedicalConceptProperty_55","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"2ff96972-6c4f-470c-9856-692b5017d301","BiomedicalConceptProperty_56","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"bd4a36f4-5e4a-40ee-9214-bf3e6fad483b","BiomedicalConceptProperty_57","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"eabc735c-54b3-4763-928d-8d6dc4559776","BiomedicalConceptProperty_58","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"65246b89-5730-4558-8648-aca0b4a4fde4","BiomedicalConceptProperty_59","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"8a099bb8-180e-4436-9ced-043c96192eff","BiomedicalConceptProperty_60","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"60c113db-b848-499f-a312-1c3cda9997da","BiomedicalConceptProperty_61","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"db46d276-685a-4bc0-9130-c2000d2d6a85","BiomedicalConceptProperty_62","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"303f63e6-3d68-4237-83b0-c9524cb88005","BiomedicalConceptProperty_63","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"db2e3eb6-9941-44a5-8fed-4bfe22266b99","BiomedicalConceptProperty_64","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"91434b54-adab-4805-a9f9-87876a1f326a","BiomedicalConceptProperty_65","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"f80bb173-d4d3-4282-b878-615ffccdb547","BiomedicalConceptProperty_66","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"b7e3d739-4bd3-4112-a3ab-35d69209e811","BiomedicalConceptProperty_67","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"f27e3839-1531-4b88-8bf5-8867f190fb42","BiomedicalConceptProperty_68","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"20a12746-0ac3-4ef4-a1e6-16f401124e7a","BiomedicalConceptProperty_69","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"e2d46c4d-73dc-4d8a-aa44-39d4cb0b2c17","BiomedicalConceptProperty_70","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"58efb94e-9129-4703-ba0c-e345306a0bad","BiomedicalConceptProperty_71","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"ec366b1f-2d5f-4fef-9940-25a3ee916dd8","BiomedicalConceptProperty_72","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"cf88ed0d-b2e4-4c2f-99e0-ed9bca8064e7","BiomedicalConceptProperty_73","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"911fbcc9-276d-4ebd-be92-e93685d5bc32","BiomedicalConceptProperty_74","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"725c0957-311e-46cc-95bf-7fa614f976a1","BiomedicalConceptProperty_75","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"bfd8fe4d-c4e9-4199-8ff6-aaed5a1bca77","BiomedicalConceptProperty_76","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"173f34ed-ca98-4bcd-a9df-04af928851f6","BiomedicalConceptProperty_77","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"65430bbd-ef35-4af7-8516-84b6c6272e22","BiomedicalConceptProperty_78","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"0a8426d4-f054-45b5-9e7c-4d4aea762048","BiomedicalConceptProperty_79","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"fa29335f-fb00-4d95-8a06-51b1fb4c5e13","BiomedicalConceptProperty_80","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"713012aa-71ea-4dbe-88df-58a25f0da208","BiomedicalConceptProperty_81","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"5fafb102-0e71-40e6-98e5-b1f1303e2d00","BiomedicalConceptProperty_82","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"64799509-8de5-4fb6-a510-92bf51b6e121","BiomedicalConceptProperty_83","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"d7dfc84a-5c8d-4fa5-9e98-2eba28fa5439","BiomedicalConceptProperty_84","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"3172139c-6411-435e-a247-26535db853ba","BiomedicalConceptProperty_85","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"1e2589b7-1e95-4129-a4d1-fc90bc60c4a8","BiomedicalConceptProperty_86","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"d89e8388-e5e2-4303-ae92-9036fafeaf71","BiomedicalConceptProperty_87","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"f1b0902b-d55b-4368-ac17-20a232d4d3f7","BiomedicalConceptProperty_88","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"8b2b34cd-22cf-492e-9ae2-1107a92ffd4b","BiomedicalConceptProperty_89","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"24989adf-5ecf-4e0d-9098-56c0ec2a7517","BiomedicalConceptProperty_90","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"8bc3edff-6019-4ab3-b190-97ad50b70745","BiomedicalConceptProperty_91","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"04c3c114-e2c1-4281-928b-2123fce97d17","BiomedicalConceptProperty_92","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"81cc0a8b-e51b-4ddc-b67a-926addda7f5d","BiomedicalConceptProperty_93","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"211b25a0-f0f2-45c8-a5b7-fc2d628b796b","BiomedicalConceptProperty_94","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"d66d4bc6-09fc-4ab3-bb71-1a006f7cb3b1","BiomedicalConceptProperty_95","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"de121139-3cdd-461f-9600-280994dff3a3","BiomedicalConceptProperty_96","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"467bfbd9-de5b-4294-a3a5-30d0566818da","BiomedicalConceptProperty_97","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"e072ca87-6b20-43c5-9182-0b1b73dcb251","BiomedicalConceptProperty_98","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"ff07520b-af1e-4aec-8495-d9fe1d41b5d4","BiomedicalConceptProperty_99","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"9335a6c5-bccb-4760-9a0f-0c36f83790f0","BiomedicalConceptProperty_100","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"d28abe08-ba59-4b9d-bbd6-9716367653a6","BiomedicalConceptProperty_101","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"a725bee6-a460-4290-9b30-65c4d49cc1c3","BiomedicalConceptProperty_102","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"5f774734-6739-4614-8205-01d699c7a5eb","BiomedicalConceptProperty_103","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"939b5aa0-3d37-4e42-bad1-2cd06f4866e4","BiomedicalConceptProperty_104","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"e3636981-1609-484d-8d0d-0ecaa527bef3","BiomedicalConceptProperty_105","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"78ebcce2-1494-407c-99cb-fa38a234b320","BiomedicalConceptProperty_106","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"0f0933cc-4079-4645-b8a4-26b4d004a620","BiomedicalConceptProperty_107","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"874576c5-749a-42e6-9007-e3c33c1d22f6","BiomedicalConceptProperty_108","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"d75d2b9d-f328-4769-a507-f8cc6e5eb651","BiomedicalConceptProperty_109","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
"3ef06641-568b-49ba-b8da-596e5c7b0db3","BiomedicalConceptProperty_110","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"56621908-7ee1-4da5-b677-b26d29f7cc7a","BiomedicalConceptProperty_111","True","integer","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"77b69c81-9dfd-441a-ae72-21f5a667e485","BiomedicalConceptProperty_112","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"fdc6042a-ea52-49fb-8405-de6b7c40f8a4","BiomedicalConceptProperty_113","True","","BiomedicalConceptProperty","True","VSPOS","VSPOS"
"332ce9f2-5b5d-4cff-90d7-a67bd19e798a","BiomedicalConceptProperty_114","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"9aa791ce-77b9-47d7-8c56-d649643c6f71","BiomedicalConceptProperty_115","True","","BiomedicalConceptProperty","True","VSLAT","VSLAT"
