"uuid:ID","id","isEnabled","datatype","instanceType","isRequired","name","label"
"fa3d9926-7623-48ce-95c1-a101dbc9cc75","BiomedicalConceptProperty_116","True","text","BiomedicalConceptProperty","True","DSDECOD","DSDECOD"
"746fcb3a-0572-496e-b523-592f3172308e","BiomedicalConceptProperty_117","True","text","BiomedicalConceptProperty","True","DSTERM","DSTERM"
"72763fed-2fbb-468f-bff9-ed69c10b28d5","BiomedicalConceptProperty_118","True","datetime","BiomedicalConceptProperty","True","DSSTDTC","DSSTDTC"
"be4fedb7-f83c-4faa-811c-061c62e5ac35","BiomedicalConceptProperty_119","True","string","BiomedicalConceptProperty","True","Sex","Sex"
"521ed470-66e2-444b-8882-75a2e1d3cbcd","BiomedicalConceptProperty_120","True","string","BiomedicalConceptProperty","True","Race","Race"
"d52b92f6-f601-4309-9137-9e6c40e9266d","BiomedicalConceptProperty_121","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"bf5a7c69-fc46-40d6-b247-bf16bc69b1a1","BiomedicalConceptProperty_122","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"99cd376b-a6f7-43f0-96de-b44bc0e9d55d","BiomedicalConceptProperty_123","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"2430fc40-cf9d-4b4b-a9c2-fcda911c5ad7","BiomedicalConceptProperty_124","True","","BiomedicalConceptProperty","True","VSLOC","VSLOC"
"77e4b469-8cf5-42b2-a1bb-04b88dce96ca","BiomedicalConceptProperty_125","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"de8ec343-722a-4f8e-a4ed-db4e879e0e3a","BiomedicalConceptProperty_126","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"d00345e9-a29f-45f1-bbc8-e595a7642505","BiomedicalConceptProperty_127","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"b02a7100-dcf5-4cdf-b647-223cbb402eb8","BiomedicalConceptProperty_128","True","","BiomedicalConceptProperty","True","VSTESTCD","VSTESTCD"
"a8f5b413-b4da-41e1-b1b8-c5582dfb8cdb","BiomedicalConceptProperty_129","True","float","BiomedicalConceptProperty","True","VSORRES","VSORRES"
"e0e5bc76-83f4-4ae5-ba0c-241026ebdeee","BiomedicalConceptProperty_130","True","","BiomedicalConceptProperty","True","VSORRESU","VSORRESU"
"192c7fe5-5808-4399-a4de-d09d2b63f203","BiomedicalConceptProperty_131","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"5b477f88-e44a-4646-86bb-cb05bfc144de","BiomedicalConceptProperty_132","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"0aaa66eb-a4f6-43a2-9359-5ca9016ed35f","BiomedicalConceptProperty_133","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"47b7ed68-544d-4320-9459-0b38624cef63","BiomedicalConceptProperty_134","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"442dd7c4-2b1b-414e-a23f-e83699f1c985","BiomedicalConceptProperty_135","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"c4abb5a2-1cf8-49dd-a498-54ed8185271f","BiomedicalConceptProperty_136","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"bc7c4358-8c57-4d4c-9c87-7f6cd14357e0","BiomedicalConceptProperty_137","True","text","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"73a8a307-d02a-4b42-9b76-8244981e8b5e","BiomedicalConceptProperty_138","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"5a6751e6-4e4d-4f5b-927c-def1cc352987","BiomedicalConceptProperty_139","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"ebdacd14-9700-4660-983a-a189def9789d","BiomedicalConceptProperty_140","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"9598dbea-3643-465a-806a-09461326fe80","BiomedicalConceptProperty_141","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"d6f7a234-fd66-48fd-aa86-e94e8eb3a004","BiomedicalConceptProperty_142","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"bcbd4342-8aa7-4597-b557-1056b09a7780","BiomedicalConceptProperty_143","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"f1eb64d6-568c-4b21-9378-565591d9b513","BiomedicalConceptProperty_144","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"a58aa6dd-180f-458c-872a-a86c1f2a48e2","BiomedicalConceptProperty_145","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"2f1bbeb6-c050-4b4b-bb4d-9e03db459df8","BiomedicalConceptProperty_146","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"7d078e6f-6f47-48b4-98eb-359ca2d47c79","BiomedicalConceptProperty_147","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"9c8801ef-9cc0-4d5f-b5de-c1a44c1f1a97","BiomedicalConceptProperty_148","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"37c3cecf-b305-49ce-a684-fa09ab05da96","BiomedicalConceptProperty_149","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"8b992c2d-7306-4cff-9dd0-31b89e102ecd","BiomedicalConceptProperty_150","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"1c53a8d9-8d62-4b0d-a647-9c01a558bb1c","BiomedicalConceptProperty_151","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"38b6a61e-1522-4537-9ce2-0a22aa604789","BiomedicalConceptProperty_152","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"2577947a-c509-469c-acd6-f9c57e1cb450","BiomedicalConceptProperty_153","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"93e76d60-b85a-4738-bdb4-86d5c0f573ae","BiomedicalConceptProperty_154","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"241a1414-7385-43b6-b9ec-904892df4728","BiomedicalConceptProperty_155","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"9c247b8d-b4e9-4079-ab33-8f86765a91ee","BiomedicalConceptProperty_156","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"57063f8c-3828-443e-9643-47315e0e8e53","BiomedicalConceptProperty_157","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"9ad614e6-a35a-43f6-a720-98090522c72f","BiomedicalConceptProperty_158","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"4b9ea0de-056f-4168-946d-e6d7d9fe838f","BiomedicalConceptProperty_159","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"d7fc9fa6-c4ac-49c4-94d4-7701464e4f87","BiomedicalConceptProperty_160","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"f9d37110-9152-4626-8f1e-d8af9fd919c7","BiomedicalConceptProperty_161","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"04e2a01e-c6b8-493f-b0cb-45ac15a05fd7","BiomedicalConceptProperty_162","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"07c84fc8-71a9-4eca-9f48-8a94af145cf9","BiomedicalConceptProperty_163","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"4bd29ef8-4403-440f-8596-5a2ecde497a7","BiomedicalConceptProperty_164","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"fa5c3cd8-d948-45ee-8595-10171b8da898","BiomedicalConceptProperty_165","True","","BiomedicalConceptProperty","True","LBTESTCD","LBTESTCD"
"ef1c7e07-5b13-44d7-ac3b-805471056931","BiomedicalConceptProperty_166","True","float","BiomedicalConceptProperty","True","LBORRES","LBORRES"
"fea47f46-17f0-4d73-8397-48ecb979f606","BiomedicalConceptProperty_167","True","","BiomedicalConceptProperty","True","LBORRESU","LBORRESU"
"16dc5330-3123-426f-8200-d7730aef9525","BiomedicalConceptProperty_168","True","","BiomedicalConceptProperty","True","LBSPEC","LBSPEC"
"eb5b6451-ef13-4b0c-b7fe-8bc0a36a8457","BiomedicalConceptProperty_169","True","","BiomedicalConceptProperty","True","LBFAST","LBFAST"
"744077c6-5542-41b8-9094-e6089cebcca4","BiomedicalConceptProperty_1","True","text","BiomedicalConceptProperty","True","AETERM","AETERM"
"b0bed780-3cd7-42f1-a4f3-9127b9bfb915","BiomedicalConceptProperty_2","True","text","BiomedicalConceptProperty","True","AEDECOD","AEDECOD"
"d1832352-6e94-42fc-b352-a089b9f8ca77","BiomedicalConceptProperty_3","True","text","BiomedicalConceptProperty","True","AEPRESP","AEPRESP"
"4ec3e27d-5fbe-4451-82cc-734a3883d11d","BiomedicalConceptProperty_4","True","text","BiomedicalConceptProperty","True","AELOC","AELOC"
"89cbdd2a-0f3a-4657-a3a3-f2bde34bd787","BiomedicalConceptProperty_5","True","text","BiomedicalConceptProperty","True","AESEV","AESEV"
"cc6a6c88-7e8d-4ba5-9931-e632e8e4506a","BiomedicalConceptProperty_6","True","text","BiomedicalConceptProperty","True","AESER","AESER"
"e6a6d453-55bb-4127-988e-4ccdec48988c","BiomedicalConceptProperty_7","True","text","BiomedicalConceptProperty","True","AEACN","AEACN"
"ec173565-1cd0-4aa6-a913-e782ecbb3ba5","BiomedicalConceptProperty_8","True","text","BiomedicalConceptProperty","True","AEACNOTH","AEACNOTH"
"98b704e9-8237-4efc-bbe5-889722942634","BiomedicalConceptProperty_9","True","text","BiomedicalConceptProperty","True","AEREL","AEREL"
"7a1772e0-7ffe-4284-ad2f-b5ab1784abd3","BiomedicalConceptProperty_10","True","text","BiomedicalConceptProperty","True","AERELNST","AERELNST"
"92d19def-409a-41a9-b5b9-a563ed025e54","BiomedicalConceptProperty_11","True","text","BiomedicalConceptProperty","True","AEPATT","AEPATT"
"25e32b9a-93f4-4700-97fa-d01983e302a5","BiomedicalConceptProperty_12","True","text","BiomedicalConceptProperty","True","AEOUT","AEOUT"
"fdc3e196-a046-45f5-9bf8-fdce0db64b82","BiomedicalConceptProperty_13","True","text","BiomedicalConceptProperty","True","AESCAN","AESCAN"
"1148d415-0132-4b98-9f24-19a2bb22b1d6","BiomedicalConceptProperty_14","True","text","BiomedicalConceptProperty","True","AESCONG","AESCONG"
