"minValue","id","isApproximate","instanceType","maxValue","uuid:ID"
"300.0","Range_2","False","Range","300.0","4e93e910-b4ec-43a3-807f-6518077f6e94"
"300.0","Range_1","False","Range","300.0","778a5efa-2324-4052-a511-22e42e94fe10"
"50.0","Range_3","False","Range","100.0","f74f8f0f-8cbc-48e8-8893-11f5d0b35fca"
