"id","instanceType","uuid:ID"
"StudyCell_1","StudyCell","cb25bda0-d72f-4535-92e6-0678678313db"
"StudyCell_2","StudyCell","6dac19a2-5d27-4c5b-8793-8201a81ff89c"
"StudyCell_3","StudyCell","04994291-e959-4aba-bd83-f7ee53fc1565"
"StudyCell_4","StudyCell","a254833a-3808-4af1-8829-268b84235a94"
"StudyCell_5","StudyCell","958baf7a-122a-46f8-b6cb-cb308571cac0"
"StudyCell_6","StudyCell","293d8cad-b53d-4228-b5fb-4fb0142741c1"
"StudyCell_7","StudyCell","d2e00b66-2e11-4382-a0c8-b56459b967c2"
"StudyCell_8","StudyCell","465330a8-5d99-410a-8dbb-554f5144d791"
"StudyCell_9","StudyCell","72b34211-8552-4824-a233-4ed08acf75a0"
"StudyCell_10","StudyCell","b0676ac7-a8fd-4161-bb78-1b745e1e152a"
"StudyCell_11","StudyCell","41c382d6-905f-43c8-bfc2-1e6593374fff"
"StudyCell_12","StudyCell","8cb748e0-2efd-4821-99fc-63ff2019f85c"
"StudyCell_13","StudyCell","5f423330-4e2c-4fd8-8acb-f8f58fdb5409"
"StudyCell_14","StudyCell","94c2ecfd-ce4b-4241-a2b5-f6d40d4836ed"
"StudyCell_15","StudyCell","06a534b7-b9f1-468b-a5af-7d4f6b42b2c9"
