"description","id","label","name","instanceType","uuid:ID"
"Dictionary for IE","SyntaxTemplateDictionary_1","IE Dictionary","IE_Dict","SyntaxTemplateDictionary","658d3f7c-b696-453f-ba79-3c29546a6146"
"Dictionary for Study Assessments","SyntaxTemplateDictionary_2","Assessment Dictionary","AS_Dict","SyntaxTemplateDictionary","b95258ee-0ee9-419d-9944-9647358d22ea"
