"minValue","id","isApproximate","maxValue","instanceType","uuid:ID"
"300.0","Range_2","False","300.0","Range","640aa1f2-f946-45b2-a225-0d306af29170"
"300.0","Range_1","False","300.0","Range","2891957e-c9b1-4e2d-be35-099529b87fb4"
"50.0","Range_3","False","100.0","Range","551b3045-5806-420d-852b-6ea3de5b86d2"
