"dateValue","description","id","uuid:ID","name","instanceType","label"
"2006-06-01","Design approval date","GovernanceDate_1","f1373680-e241-4df4-b900-b4d6326f0434","D_APPROVE","GovernanceDate","Design Approval"
"2006-07-01","Protocol document approval date","GovernanceDate_2","09ed7e14-fcfc-4c92-8cb3-187456f1138a","P_APPROVE","GovernanceDate","Protocol Approval"
