"isEnabled","id","uuid:ID","name","datatype","instanceType","label","isRequired"
"True","BiomedicalConceptProperty_145","6e30da3b-53bc-4106-a3e2-229741a29fd7","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_146","ff05f9d4-b3e4-4418-9317-c30f7ea3e7c6","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_147","7916f7ae-2195-437e-b012-73e718a59a2a","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_148","83ee642b-1838-4a6b-89b8-c26b353a6d33","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_149","cb8b813b-4209-4d87-a6a4-c6804d0db41c","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_150","81fedf02-e12f-47ae-bb25-ddcfc5089628","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_151","c5e7e5d8-9e62-49be-a26b-160cce4820ee","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_152","c27cc433-0130-4c2a-98d5-747dbb1ba7b4","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_153","5dfe3d04-738d-4da9-8589-ae6b20a783d0","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_154","4855e2d4-adca-4ed0-a4cd-562f8d294365","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_155","35c7b6ce-c822-4399-b10c-1729f15d0d71","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_156","caff1be1-3606-446d-8f48-7e7e1cdfdf7f","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_157","7e4972ca-6701-4781-9a6d-38f206c65e6f","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_158","2de3d95b-9a02-41f9-90bc-01d91d1b16b3","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_159","84fdfb4a-584c-430a-b6fe-6103c85fbd57","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_160","892bf57c-cc9b-4787-9b99-9cfc5d0f1151","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_161","81ac0cac-7afa-4dd5-99ba-1de12b780764","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_162","e88d41e8-55fd-442b-9899-593cff1bcb86","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_163","66d8da11-06af-4be7-bd1e-f0c4f1ec0334","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_164","7b1df74f-6704-4059-8566-b011eee04dd8","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_165","11479b2e-a833-4f80-a79a-fd7a47f8fdf3","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_166","acbaae65-5b47-4802-8f2f-06e197d37990","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_167","aaf7ed62-ee8e-4f59-8d66-3849699392d2","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_168","091155d4-e28c-42e2-932a-6db66454dc96","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_169","7474aec3-70d2-451b-972c-41fb9111acce","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_1","3907e9b3-673e-40cf-b612-82c4116c3d98","AETERM","text","BiomedicalConceptProperty","AETERM","True"
"True","BiomedicalConceptProperty_2","7a470ce8-a3dd-4c6e-af3d-dae717018d6b","AEDECOD","text","BiomedicalConceptProperty","AEDECOD","True"
"True","BiomedicalConceptProperty_3","82fa7105-e8f9-4e3b-9f46-f3c87702dc9a","AEPRESP","text","BiomedicalConceptProperty","AEPRESP","True"
"True","BiomedicalConceptProperty_4","07a48a0d-a58d-42af-a92f-27dc8856da9e","AELOC","text","BiomedicalConceptProperty","AELOC","True"
"True","BiomedicalConceptProperty_5","2b5f8854-bd28-4e2b-9c49-d75ee36217d2","AESEV","text","BiomedicalConceptProperty","AESEV","True"
"True","BiomedicalConceptProperty_6","5eb22431-ea0b-4373-8c82-3f3084694e58","AESER","text","BiomedicalConceptProperty","AESER","True"
"True","BiomedicalConceptProperty_7","f623e281-890c-4e84-af59-a17e03398a1a","AEACN","text","BiomedicalConceptProperty","AEACN","True"
"True","BiomedicalConceptProperty_8","ecb2498e-36fb-492b-9efa-333818867966","AEACNOTH","text","BiomedicalConceptProperty","AEACNOTH","True"
"True","BiomedicalConceptProperty_9","3122d457-9355-403b-aa9a-1ace074a8dc9","AEREL","text","BiomedicalConceptProperty","AEREL","True"
"True","BiomedicalConceptProperty_10","e0fa5639-2dae-4571-9096-ace7f9a215c0","AERELNST","text","BiomedicalConceptProperty","AERELNST","True"
"True","BiomedicalConceptProperty_11","3ff74a59-19be-423e-bbf8-5239a29f0d3a","AEPATT","text","BiomedicalConceptProperty","AEPATT","True"
"True","BiomedicalConceptProperty_12","47ee5204-b1a0-462a-8e3d-9193a1e940b8","AEOUT","text","BiomedicalConceptProperty","AEOUT","True"
"True","BiomedicalConceptProperty_13","09df916f-1e11-43d1-b99c-1dbd0db35782","AESCAN","text","BiomedicalConceptProperty","AESCAN","True"
"True","BiomedicalConceptProperty_14","203ee783-d8c4-406c-b7e5-001f5ded2d4b","AESCONG","text","BiomedicalConceptProperty","AESCONG","True"
"True","BiomedicalConceptProperty_15","c939c9b5-9b34-458d-8042-b4e9b3660a16","AESDISAB","text","BiomedicalConceptProperty","AESDISAB","True"
"True","BiomedicalConceptProperty_16","1bd9bd96-e16f-49f9-aec9-6f8b1fb5912b","AESDTH","text","BiomedicalConceptProperty","AESDTH","True"
"True","BiomedicalConceptProperty_17","2f3f2b25-ccd9-4fae-bf7f-a6568ac9a821","AESHOSP","text","BiomedicalConceptProperty","AESHOSP","True"
"True","BiomedicalConceptProperty_18","e621a514-d722-43f1-a048-c517a6247d26","AESLIFE","text","BiomedicalConceptProperty","AESLIFE","True"
"True","BiomedicalConceptProperty_19","17773172-c797-42ed-ae7e-a741d3e40975","AESOD","text","BiomedicalConceptProperty","AESOD","True"
"True","BiomedicalConceptProperty_20","c013e6d5-e942-443a-b879-cec50ed727fc","AESMIE","text","BiomedicalConceptProperty","AESMIE","True"
"True","BiomedicalConceptProperty_21","a982aeb7-5a74-4637-b79d-2dd9ba12b795","AECONTRT","text","BiomedicalConceptProperty","AECONTRT","True"
"True","BiomedicalConceptProperty_22","6a0b914b-6522-44fc-830b-63ea2ffc58ce","AESTDTC","datetime","BiomedicalConceptProperty","AESTDTC","True"
"True","BiomedicalConceptProperty_23","f3cfd725-1fee-4937-929a-0a5a34ebf4e9","AEENDTC","datetime","BiomedicalConceptProperty","AEENDTC","True"
"True","BiomedicalConceptProperty_24","67111866-d99e-4c6e-a525-a4fb51cf7f54","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_25","125ba055-60cd-4924-9a37-d96ee9bcb1f4","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_26","d1d39fda-cc5c-4b30-8da6-14e2179ee5df","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_27","8d827395-874c-4db0-8b54-75f578890b99","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_28","c399ee76-3b47-4c96-8670-e396ffc74690","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_29","75c5a306-1914-4f8c-981b-3e5e6498ff16","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_30","2905654f-a99b-4f72-b3a2-52158d1b43c3","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_31","915475e8-eeb6-420f-bb86-b626d2f7b03f","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_32","dc0c3251-70f3-4feb-b91e-b216a52ce08b","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_33","5f857efb-d0f9-40f8-8d22-05875bea0801","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_34","5d8a3347-c7d2-4688-89ed-e67d43e67444","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_35","7e0c5f91-a9e5-4168-9370-76078b7b5430","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_36","d11db063-09af-41e6-9109-7c7a0ca4def1","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_37","487c196f-a000-47f1-9183-5bb7e379ff5b","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_38","2591e08d-b4ef-492c-85d7-6d1ac557e922","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_39","a417a792-db35-447c-be3a-407d8fcfcec6","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_40","ce97a738-ea91-4e5a-a29c-239964aee448","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_41","01abac6b-0da9-44a9-be74-b4a145e17943","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_42","f173fe5f-1d72-4bd6-9456-8970f272b35e","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_43","10697123-9371-4310-b0cd-9dedf07fa2f9","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_44","f4d44d5d-e08a-423d-a863-22fd9f010ac1","VSORRES","float","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_45","faf92252-e30d-4b88-8750-2e12ac1d8aa1","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_46","5705e306-2d6b-432f-a061-6a7bc8e73178","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_47","3ed08c85-64dd-4c24-a6fe-89c7546ea746","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_48","7e97273b-da0e-445a-9821-7a92458e7172","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_49","4d72b341-8fd3-4cf9-a08f-8135d903cc83","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_50","f45eee0a-0e67-44cd-a717-9109c79738ab","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_51","53183d59-4f3c-4def-973d-584f3f532b5a","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_52","0ce0f69b-faa6-4697-ae52-2dc9dfd6cdb0","LBORRES","text","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_53","feb0ae2e-2706-4047-a8b3-c572f23291ae","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_54","bac3dea4-9d50-4b40-9405-d8c734935815","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_55","c4abefcc-4f39-4507-bf8d-417eb69e2a1d","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_56","c11e8491-0a99-4c44-8be2-a8e6c2039e0e","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_57","89bda36f-d03f-4b83-b8e5-55086087e08b","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_58","2e10a054-7ed3-4b53-aa23-204973d99d2e","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_59","4517da1f-e5fd-4ef7-b8c9-07e5be071d86","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_60","2c75c342-fa74-49d6-b5a9-1032d5ab9189","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_61","937ad94e-b76d-4069-b097-9c4954559324","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_62","6c4c0081-eae4-4b3c-8bbe-19259a0549f4","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_63","63ecd9ac-10e2-4c1b-a6ad-dd584d8ef890","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_64","ce3529cd-52c8-4b59-af43-731ad8ebdcaa","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_65","2cf14808-429e-4792-93c8-2859eaf9762e","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_66","e3179846-f807-4424-90eb-45fdeb12fbcb","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_67","e1bfef76-778f-424a-84ba-29254d9e8c85","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_68","2d204e9a-9a72-410a-9c9b-0154aadc3a93","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_69","2fa40c9c-f884-4b75-9279-3c80ac478416","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_70","89bf2573-4eb7-4f95-b414-97cf41eb6a18","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_71","0370c5c4-eb00-4c20-bc94-fa570ef15a3e","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_72","4eb9ede6-76cc-4e26-b34b-8690580a201c","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_73","c6040c5f-c2a4-40ec-ae4e-f76231d759fa","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_74","de1781c9-2667-470e-a1c8-6a6ea201a0f0","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_75","18d54e58-9b8a-47d0-a46c-4a175a588a3e","LBTESTCD","","BiomedicalConceptProperty","LBTESTCD","True"
"True","BiomedicalConceptProperty_76","9a64cc4e-703d-4efd-95f5-d8e939e4b43a","LBORRES","float","BiomedicalConceptProperty","LBORRES","True"
"True","BiomedicalConceptProperty_77","662c8941-313f-4e1a-80de-3b5da90c5946","LBORRESU","","BiomedicalConceptProperty","LBORRESU","True"
"True","BiomedicalConceptProperty_78","c817e4aa-0c04-4bb4-82b7-1166acf65709","LBSPEC","","BiomedicalConceptProperty","LBSPEC","True"
"True","BiomedicalConceptProperty_79","d16154a0-71ed-4ba7-9a72-dfd2d9680774","LBFAST","","BiomedicalConceptProperty","LBFAST","True"
"True","BiomedicalConceptProperty_80","98ae9a4b-075c-425e-a0b6-befb4c19c30c","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_81","3b6e9f4a-764d-4c14-8b99-ab3b9d513d3f","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_82","90037c98-abdc-43ed-a429-5ac83b995236","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_83","644f66ea-9098-47ff-a460-ef5e0e5e29a7","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_84","1775d70d-237b-43cb-8c7c-0d1cfeac5883","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_85","b633d8da-d89f-44c7-b146-ed2ddc17af4f","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_86","f47cb9db-edec-4a16-8f12-6b880c2b86dd","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_87","b4424e9e-70a7-4a16-8ac2-3d67ead051cb","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_88","3d0bf73b-64ca-43ac-8537-589cd45eaeb5","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_89","2feab04e-8dcc-4fab-a888-de03cd6ddc5a","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_90","1d1c5a2f-db76-4faa-bd49-aefba738ba8f","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_91","a26ac5a1-89be-4513-bf39-af0c8284ed36","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_92","ecc3b8b8-0bc5-4e79-bb65-5a0b8dfcc502","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_93","56bc2531-637a-4d23-b06d-cc242d3a347f","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_94","f1719211-19b4-4dfc-8463-71c84b57490c","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_95","990eea31-c6fb-4716-84c6-23be53eef94f","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_96","5544983b-7995-4a65-8e67-e3909e8ebdda","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_97","bab0d108-6e56-4300-b48b-91c89a4b990b","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_98","0dd28130-1ef9-4585-bc49-1d5bbc504942","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_99","b987d4b4-daec-4043-8bc1-2b308d53bba0","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_100","f083a2fa-13bf-429d-9fea-e4c0d40be887","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_101","c6b5213c-515b-4eae-b09e-193e4a8e0e8d","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_102","7dc19661-3683-48a4-a7b2-eefbfdd17445","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_103","13787788-f099-490b-ba22-46e2349b94bf","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_104","d26afa4c-e7a6-439b-ad16-8c7bdc3bc44f","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_105","dc681bcf-ca9a-4c12-bdad-574fb79da7ec","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_106","f09aa501-5963-4a8b-8941-c89a989ea136","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_107","d7788a48-f354-4e24-98b1-e351de8fe0be","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_108","b7484b1d-42bf-40a8-8115-ecc663be22ac","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_109","d83d5fb9-5ec4-4431-a05c-a2baeb27e8ff","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
"True","BiomedicalConceptProperty_110","6cee439f-1560-4e92-927e-7cdd5bcac30b","VSTESTCD","","BiomedicalConceptProperty","VSTESTCD","True"
"True","BiomedicalConceptProperty_111","6f81f750-d629-408e-88a0-b9c3db6b8f0b","VSORRES","integer","BiomedicalConceptProperty","VSORRES","True"
"True","BiomedicalConceptProperty_112","2f20bcff-b8cb-4aca-9eeb-18a1aea6a9bc","VSORRESU","","BiomedicalConceptProperty","VSORRESU","True"
"True","BiomedicalConceptProperty_113","c458b4be-0f71-4883-bc9e-7658fc8f9b8c","VSPOS","","BiomedicalConceptProperty","VSPOS","True"
"True","BiomedicalConceptProperty_114","086ffff0-f6a3-4c6d-9915-d15407ab248f","VSLOC","","BiomedicalConceptProperty","VSLOC","True"
"True","BiomedicalConceptProperty_115","47d4cc42-1f03-43da-8262-9becfc1e054d","VSLAT","","BiomedicalConceptProperty","VSLAT","True"
