"uuid:ID","instanceType","id"
"2588eb26-a0da-44a5-bf7b-8a0f58d12b5f","StudyCell","StudyCell_1"
"bbec3cd3-1156-4ae1-82d0-b2ec65e08f14","StudyCell","StudyCell_2"
"954a5c76-ea04-4207-85cb-149e9be3b7e4","StudyCell","StudyCell_3"
"09f10655-a9e2-4ba7-af2a-2ddb0eb1821d","StudyCell","StudyCell_4"
"996d9f71-1510-4eef-9d9f-cda8226b7f27","StudyCell","StudyCell_5"
"5c1e8aac-14fb-4c91-8f10-156cbe418e42","StudyCell","StudyCell_6"
"3ef4927b-9938-4da8-95ba-803f89412f03","StudyCell","StudyCell_7"
"180a6356-e7ba-4ad0-8ac5-192519872c13","StudyCell","StudyCell_8"
"92920438-2982-4b3b-85d6-b5b31e8ae8b0","StudyCell","StudyCell_9"
"15c499ec-eabd-4276-a184-759aed563810","StudyCell","StudyCell_10"
"1cf54aa9-e8cf-4d44-95e0-83bea684009f","StudyCell","StudyCell_11"
"581b093f-4efc-45a3-98e9-4b1ce3b110ef","StudyCell","StudyCell_12"
"de9695c6-fa4d-4d6c-a91b-1b8ad6fadc3b","StudyCell","StudyCell_13"
"f0ed0f64-f073-42dd-8a96-04d7a3e92142","StudyCell","StudyCell_14"
"90584e53-c30b-469a-9623-13dad2979213","StudyCell","StudyCell_15"
