"minValue","isApproximate","id","uuid:ID","maxValue"
"300.0","False","Range_2","da75464e-8564-45b3-bdcb-6b3dfb6ef75b","300.0"
"300.0","False","Range_1","9f206519-77a2-4d07-a3a6-cb6f940b8db6","300.0"
