"instanceType","label","description","id","name","uuid:ID"
"StudyElement","Screening","Screening Element","StudyElement_1","EL1","aaf3b60a-45a1-489f-8c31-fba42a2bcfc8"
"StudyElement","Placebo","Placebo TTS (adhesive patches)","StudyElement_2","EL2","9917b055-3570-47ab-ad89-f2af471de535"
"StudyElement","Follow up","Follow Up Element","StudyElement_7","EL7","09cdfdb7-26b5-4934-8b9e-e7c4bac63854"
"StudyElement","Low","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement_3","EL3","5e998ffa-143e-486f-b70a-82aaaacaadf9"
"StudyElement","High - Start","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement_4","EL4","4d8b6f89-4f0f-4fb2-aac7-bcc06b7ebdfb"
"StudyElement","High - Middle","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg + 25 cm2, 27 mg","StudyElement_5","EL5","7021ee57-9f95-4470-8aa8-25893ecb1f60"
"StudyElement","High - End","Xanomeline TTS (adhesive patches) 50 cm2, 54 mg","StudyElement_6","EL6","2d14f9e6-2b16-419c-8e54-7e9c0b547e3e"
