"uuid:ID","id","maxValue","isApproximate","instanceType","minValue"
"f4b75190-386a-474f-a555-bac36de0ea85","Range_2","300.0","False","Range","300.0"
"299f911f-2bae-458d-98bf-ab7a63bfb9e6","Range_1","300.0","False","Range","300.0"
"b9ea3749-113d-4009-9b4d-0827581ca0ca","Range_3","100.0","False","Range","50.0"
