"id","uuid:ID","reference","description","instanceType","name","label"
"BiomedicalConceptSurrogate_1","1d76c589-1477-4049-b8fc-662f70ca88ef","None set","HbA1c","BiomedicalConceptSurrogate","HbA1c","HbA1c"
