"uuid:ID","minValue","instanceType","maxValue","id","isApproximate"
"67201586-ed7a-47dd-988a-fc5aa324db07","300.0","Range","300.0","Range_2","False"
"1c745377-e0f2-405f-b281-8c49adb2931f","300.0","Range","300.0","Range_1","False"
"dff82dac-af04-4afb-91c4-e37270310413","50.0","Range","100.0","Range_3","False"
