"maxValue","minValue","uuid:ID","id","isApproximate","instanceType"
"300.0","300.0","bf285bc8-c792-4745-8d39-80b14f32dcae","Range_2","False","Range"
"300.0","300.0","a3ca4d47-e963-4a9d-9851-0d3084dd12fd","Range_1","False","Range"
"100.0","50.0","61da3e02-ab9b-40c5-a73a-b80e38bcbb5b","Range_3","False","Range"
