"minValue","id","instanceType","isApproximate","maxValue","uuid:ID"
"300.0","Range_2","Range","False","300.0","9d27f715-ea28-43fe-9acd-d715f8e40fc1"
"300.0","Range_1","Range","False","300.0","255da788-4ef1-4c92-8ecf-b1a59225bd6b"
"50.0","Range_3","Range","False","100.0","71565bf0-645a-4da7-b180-d18460366413"
