"uuid:ID","id","minValue","instanceType","isApproximate","maxValue"
"f1b8446e-9e69-415e-9403-ba3b0232a789","Range_2","300.0","Range","False","300.0"
"5d33b005-1cbd-4327-99c1-32e5a2e028a6","Range_1","300.0","Range","False","300.0"
"350d80bb-6a35-49f4-a8e4-00f8737850fd","Range_3","50.0","Range","False","100.0"
