"instanceType","uuid:ID","id","isApproximate","minValue","maxValue"
"Range","175171e7-e8ee-4837-8953-0b8461641e25","Range_2","False","300.0","300.0"
"Range","b42994fb-996a-48ac-8e28-9a5966bbc27b","Range_1","False","300.0","300.0"
"Range","fbb01e59-ea68-4434-ad57-cbd3a8135bbb","Range_3","False","50.0","100.0"
